TimeID,ReportYearCV,TimeframeStart,TimeframeEnd,DataPublicationDate
5741,2010,10/1/2010,9/30/2010,2/11/2019
5742,2011,10/1/2011,9/30/2011,2/11/2019
5743,2012,10/1/2012,9/30/2012,2/11/2019
5744,2013,10/1/2013,9/30/2013,2/11/2019
5745,2014,10/1/2014,9/30/2014,2/11/2019
5746,2004,10/1/2004,9/30/2004,2/11/2019
5747,2005,10/1/2005,9/30/2005,2/11/2019
5748,2006,10/1/2006,9/30/2006,2/11/2019
5749,2007,10/1/2007,9/30/2007,2/11/2019
5750,2008,10/1/2008,9/30/2008,2/11/2019
5751,2009,10/1/2009,9/30/2009,2/11/2019
5752,2010,10/1/2010,9/30/2010,2/11/2019
5753,2011,10/1/2011,9/30/2011,2/11/2019
5754,2012,10/1/2012,9/30/2012,2/11/2019
5755,2013,10/1/2013,9/30/2013,2/11/2019
5756,2014,10/1/2014,9/30/2014,2/11/2019
5757,2004,10/1/2004,9/30/2004,2/11/2019
5758,2005,10/1/2005,9/30/2005,2/11/2019
5759,2006,10/1/2006,9/30/2006,2/11/2019
5760,2007,10/1/2007,9/30/2007,2/11/2019
5761,2008,10/1/2008,9/30/2008,2/11/2019
5762,2009,10/1/2009,9/30/2009,2/11/2019
5763,2010,10/1/2010,9/30/2010,2/11/2019
5764,2011,10/1/2011,9/30/2011,2/11/2019
5765,2012,10/1/2012,9/30/2012,2/11/2019
5766,2013,10/1/2013,9/30/2013,2/11/2019
5767,2014,10/1/2014,9/30/2014,2/11/2019
5768,2004,10/1/2004,9/30/2004,2/11/2019
5769,2005,10/1/2005,9/30/2005,2/11/2019
5770,2006,10/1/2006,9/30/2006,2/11/2019
5771,2007,10/1/2007,9/30/2007,2/11/2019
5772,2008,10/1/2008,9/30/2008,2/11/2019
5773,2009,10/1/2009,9/30/2009,2/11/2019
5774,2010,10/1/2010,9/30/2010,2/11/2019
5775,2011,10/1/2011,9/30/2011,2/11/2019
5776,2012,10/1/2012,9/30/2012,2/11/2019
5777,2013,10/1/2013,9/30/2013,2/11/2019
5778,2014,10/1/2014,9/30/2014,2/11/2019
5779,2004,10/1/2004,9/30/2004,2/11/2019
5780,2005,10/1/2005,9/30/2005,2/11/2019
5781,2006,10/1/2006,9/30/2006,2/11/2019
5782,2007,10/1/2007,9/30/2007,2/11/2019
5783,2008,10/1/2008,9/30/2008,2/11/2019
5784,2009,10/1/2009,9/30/2009,2/11/2019
5785,2010,10/1/2010,9/30/2010,2/11/2019
5786,2011,10/1/2011,9/30/2011,2/11/2019
5787,2012,10/1/2012,9/30/2012,2/11/2019
5788,2013,10/1/2013,9/30/2013,2/11/2019
5789,2014,10/1/2014,9/30/2014,2/11/2019
5790,2004,10/1/2004,9/30/2004,2/11/2019
5791,2005,10/1/2005,9/30/2005,2/11/2019
5792,2006,10/1/2006,9/30/2006,2/11/2019
5793,2007,10/1/2007,9/30/2007,2/11/2019
5794,2008,10/1/2008,9/30/2008,2/11/2019
5795,2009,10/1/2009,9/30/2009,2/11/2019
5796,2010,10/1/2010,9/30/2010,2/11/2019
5797,2011,10/1/2011,9/30/2011,2/11/2019
5798,2012,10/1/2012,9/30/2012,2/11/2019
5799,2013,10/1/2013,9/30/2013,2/11/2019
5800,2014,10/1/2014,9/30/2014,2/11/2019
5801,2004,10/1/2004,9/30/2004,2/11/2019
5802,2005,10/1/2005,9/30/2005,2/11/2019
5803,2006,10/1/2006,9/30/2006,2/11/2019
5804,2007,10/1/2007,9/30/2007,2/11/2019
5805,2008,10/1/2008,9/30/2008,2/11/2019
5806,2009,10/1/2009,9/30/2009,2/11/2019
5807,2010,10/1/2010,9/30/2010,2/11/2019
5808,2011,10/1/2011,9/30/2011,2/11/2019
5809,2012,10/1/2012,9/30/2012,2/11/2019
5810,2013,10/1/2013,9/30/2013,2/11/2019
5811,2014,10/1/2014,9/30/2014,2/11/2019
5812,2004,10/1/2004,9/30/2004,2/11/2019
5813,2005,10/1/2005,9/30/2005,2/11/2019
5814,2006,10/1/2006,9/30/2006,2/11/2019
5815,2007,10/1/2007,9/30/2007,2/11/2019
5816,2008,10/1/2008,9/30/2008,2/11/2019
5817,2009,10/1/2009,9/30/2009,2/11/2019
5818,2010,10/1/2010,9/30/2010,2/11/2019
5819,2011,10/1/2011,9/30/2011,2/11/2019
5820,2012,10/1/2012,9/30/2012,2/11/2019
5821,2013,10/1/2013,9/30/2013,2/11/2019
5822,2014,10/1/2014,9/30/2014,2/11/2019
5823,2004,10/1/2004,9/30/2004,2/11/2019
5824,2005,10/1/2005,9/30/2005,2/11/2019
5825,2006,10/1/2006,9/30/2006,2/11/2019
5826,2007,10/1/2007,9/30/2007,2/11/2019
5827,2008,10/1/2008,9/30/2008,2/11/2019
5828,2009,10/1/2009,9/30/2009,2/11/2019
5829,2010,10/1/2010,9/30/2010,2/11/2019
5830,2011,10/1/2011,9/30/2011,2/11/2019
5831,2012,10/1/2012,9/30/2012,2/11/2019
5832,2013,10/1/2013,9/30/2013,2/11/2019
5833,2014,10/1/2014,9/30/2014,2/11/2019
5834,2004,10/1/2004,9/30/2004,2/11/2019
5835,2005,10/1/2005,9/30/2005,2/11/2019
5836,2006,10/1/2006,9/30/2006,2/11/2019
5837,2007,10/1/2007,9/30/2007,2/11/2019
5838,2008,10/1/2008,9/30/2008,2/11/2019
5839,2009,10/1/2009,9/30/2009,2/11/2019
5840,2010,10/1/2010,9/30/2010,2/11/2019
5841,2011,10/1/2011,9/30/2011,2/11/2019
5842,2012,10/1/2012,9/30/2012,2/11/2019
5843,2013,10/1/2013,9/30/2013,2/11/2019
5844,2014,10/1/2014,9/30/2014,2/11/2019
5845,2004,10/1/2004,9/30/2004,2/11/2019
5846,2005,10/1/2005,9/30/2005,2/11/2019
5847,2006,10/1/2006,9/30/2006,2/11/2019
5848,2007,10/1/2007,9/30/2007,2/11/2019
5849,2008,10/1/2008,9/30/2008,2/11/2019
5850,2009,10/1/2009,9/30/2009,2/11/2019
5851,2010,10/1/2010,9/30/2010,2/11/2019
5852,2011,10/1/2011,9/30/2011,2/11/2019
5853,2012,10/1/2012,9/30/2012,2/11/2019
5854,2013,10/1/2013,9/30/2013,2/11/2019
5855,2014,10/1/2014,9/30/2014,2/11/2019
5856,2004,10/1/2004,9/30/2004,2/11/2019
5857,2005,10/1/2005,9/30/2005,2/11/2019
5858,2006,10/1/2006,9/30/2006,2/11/2019
5859,2007,10/1/2007,9/30/2007,2/11/2019
5860,2008,10/1/2008,9/30/2008,2/11/2019
5861,2009,10/1/2009,9/30/2009,2/11/2019
5862,2010,10/1/2010,9/30/2010,2/11/2019
5863,2011,10/1/2011,9/30/2011,2/11/2019
5864,2012,10/1/2012,9/30/2012,2/11/2019
5865,2013,10/1/2013,9/30/2013,2/11/2019
5866,2014,10/1/2014,9/30/2014,2/11/2019
5867,2004,10/1/2004,9/30/2004,2/11/2019
5868,2005,10/1/2005,9/30/2005,2/11/2019
5869,2006,10/1/2006,9/30/2006,2/11/2019
5870,2007,10/1/2007,9/30/2007,2/11/2019
5871,2008,10/1/2008,9/30/2008,2/11/2019
5872,2009,10/1/2009,9/30/2009,2/11/2019
5873,2010,10/1/2010,9/30/2010,2/11/2019
5874,2011,10/1/2011,9/30/2011,2/11/2019
5875,2012,10/1/2012,9/30/2012,2/11/2019
5876,2013,10/1/2013,9/30/2013,2/11/2019
5877,2014,10/1/2014,9/30/2014,2/11/2019
5878,2004,10/1/2004,9/30/2004,2/11/2019
5879,2005,10/1/2005,9/30/2005,2/11/2019
5880,2006,10/1/2006,9/30/2006,2/11/2019
5881,2007,10/1/2007,9/30/2007,2/11/2019
5882,2008,10/1/2008,9/30/2008,2/11/2019
5883,2009,10/1/2009,9/30/2009,2/11/2019
5884,2010,10/1/2010,9/30/2010,2/11/2019
5885,2011,10/1/2011,9/30/2011,2/11/2019
5886,2012,10/1/2012,9/30/2012,2/11/2019
5887,2013,10/1/2013,9/30/2013,2/11/2019
5888,2014,10/1/2014,9/30/2014,2/11/2019
5889,2004,10/1/2004,9/30/2004,2/11/2019
5890,2005,10/1/2005,9/30/2005,2/11/2019
5891,2006,10/1/2006,9/30/2006,2/11/2019
5892,2007,10/1/2007,9/30/2007,2/11/2019
5893,2008,10/1/2008,9/30/2008,2/11/2019
5894,2009,10/1/2009,9/30/2009,2/11/2019
5895,2010,10/1/2010,9/30/2010,2/11/2019
5896,2011,10/1/2011,9/30/2011,2/11/2019
5897,2012,10/1/2012,9/30/2012,2/11/2019
5898,2013,10/1/2013,9/30/2013,2/11/2019
5899,2014,10/1/2014,9/30/2014,2/11/2019
5900,2004,10/1/2004,9/30/2004,2/11/2019
5901,2005,10/1/2005,9/30/2005,2/11/2019
5902,2006,10/1/2006,9/30/2006,2/11/2019
5903,2007,10/1/2007,9/30/2007,2/11/2019
5904,2008,10/1/2008,9/30/2008,2/11/2019
5905,2009,10/1/2009,9/30/2009,2/11/2019
5906,2010,10/1/2010,9/30/2010,2/11/2019
5907,2011,10/1/2011,9/30/2011,2/11/2019
5908,2012,10/1/2012,9/30/2012,2/11/2019
5909,2013,10/1/2013,9/30/2013,2/11/2019
5910,2014,10/1/2014,9/30/2014,2/11/2019
5911,2004,10/1/2004,9/30/2004,2/11/2019
5912,2005,10/1/2005,9/30/2005,2/11/2019
5913,2006,10/1/2006,9/30/2006,2/11/2019
5914,2007,10/1/2007,9/30/2007,2/11/2019
5915,2008,10/1/2008,9/30/2008,2/11/2019
5916,2009,10/1/2009,9/30/2009,2/11/2019
5917,2010,10/1/2010,9/30/2010,2/11/2019
5918,2011,10/1/2011,9/30/2011,2/11/2019
5919,2012,10/1/2012,9/30/2012,2/11/2019
5920,2013,10/1/2013,9/30/2013,2/11/2019
5921,2014,10/1/2014,9/30/2014,2/11/2019
5922,2004,10/1/2004,9/30/2004,2/11/2019
5923,2005,10/1/2005,9/30/2005,2/11/2019
5924,2006,10/1/2006,9/30/2006,2/11/2019
5925,2007,10/1/2007,9/30/2007,2/11/2019
5926,2008,10/1/2008,9/30/2008,2/11/2019
5927,2009,10/1/2009,9/30/2009,2/11/2019
5928,2010,10/1/2010,9/30/2010,2/11/2019
5929,2011,10/1/2011,9/30/2011,2/11/2019
5930,2012,10/1/2012,9/30/2012,2/11/2019
5931,2013,10/1/2013,9/30/2013,2/11/2019
5932,2014,10/1/2014,9/30/2014,2/11/2019
5933,2004,10/1/2004,9/30/2004,2/11/2019
5934,2005,10/1/2005,9/30/2005,2/11/2019
5935,2006,10/1/2006,9/30/2006,2/11/2019
5936,2007,10/1/2007,9/30/2007,2/11/2019
5937,2008,10/1/2008,9/30/2008,2/11/2019
5938,2009,10/1/2009,9/30/2009,2/11/2019
5939,2010,10/1/2010,9/30/2010,2/11/2019
5940,2011,10/1/2011,9/30/2011,2/11/2019
5941,2012,10/1/2012,9/30/2012,2/11/2019
5942,2013,10/1/2013,9/30/2013,2/11/2019
5943,2014,10/1/2014,9/30/2014,2/11/2019
5944,2004,10/1/2004,9/30/2004,2/11/2019
5945,2005,10/1/2005,9/30/2005,2/11/2019
5946,2006,10/1/2006,9/30/2006,2/11/2019
5947,2007,10/1/2007,9/30/2007,2/11/2019
5948,2008,10/1/2008,9/30/2008,2/11/2019
5949,2009,10/1/2009,9/30/2009,2/11/2019
5950,2010,10/1/2010,9/30/2010,2/11/2019
5951,2011,10/1/2011,9/30/2011,2/11/2019
5952,2012,10/1/2012,9/30/2012,2/11/2019
5953,2013,10/1/2013,9/30/2013,2/11/2019
5954,2014,10/1/2014,9/30/2014,2/11/2019
5955,2004,10/1/2004,9/30/2004,2/11/2019
5956,2005,10/1/2005,9/30/2005,2/11/2019
5957,2006,10/1/2006,9/30/2006,2/11/2019
5958,2007,10/1/2007,9/30/2007,2/11/2019
5959,2008,10/1/2008,9/30/2008,2/11/2019
5960,2009,10/1/2009,9/30/2009,2/11/2019
5961,2010,10/1/2010,9/30/2010,2/11/2019
5962,2011,10/1/2011,9/30/2011,2/11/2019
5963,2012,10/1/2012,9/30/2012,2/11/2019
5964,2013,10/1/2013,9/30/2013,2/11/2019
5965,2014,10/1/2014,9/30/2014,2/11/2019
5966,2004,10/1/2004,9/30/2004,2/11/2019
5967,2005,10/1/2005,9/30/2005,2/11/2019
5968,2006,10/1/2006,9/30/2006,2/11/2019
5969,2007,10/1/2007,9/30/2007,2/11/2019
5970,2008,10/1/2008,9/30/2008,2/11/2019
5971,2009,10/1/2009,9/30/2009,2/11/2019
5972,2010,10/1/2010,9/30/2010,2/11/2019
5973,2011,10/1/2011,9/30/2011,2/11/2019
5974,2012,10/1/2012,9/30/2012,2/11/2019
5975,2013,10/1/2013,9/30/2013,2/11/2019
5976,2014,10/1/2014,9/30/2014,2/11/2019
5977,2004,10/1/2004,9/30/2004,2/11/2019
5978,2005,10/1/2005,9/30/2005,2/11/2019
5979,2006,10/1/2006,9/30/2006,2/11/2019
5980,2007,10/1/2007,9/30/2007,2/11/2019
5981,2008,10/1/2008,9/30/2008,2/11/2019
5982,2009,10/1/2009,9/30/2009,2/11/2019
5983,2010,10/1/2010,9/30/2010,2/11/2019
5984,2011,10/1/2011,9/30/2011,2/11/2019
5985,2012,10/1/2012,9/30/2012,2/11/2019
5986,2013,10/1/2013,9/30/2013,2/11/2019
5987,2014,10/1/2014,9/30/2014,2/11/2019
5988,2004,10/1/2004,9/30/2004,2/11/2019
5989,2005,10/1/2005,9/30/2005,2/11/2019
5990,2006,10/1/2006,9/30/2006,2/11/2019
5991,2007,10/1/2007,9/30/2007,2/11/2019
5992,2008,10/1/2008,9/30/2008,2/11/2019
5993,2009,10/1/2009,9/30/2009,2/11/2019
5994,2010,10/1/2010,9/30/2010,2/11/2019
5995,2011,10/1/2011,9/30/2011,2/11/2019
5996,2012,10/1/2012,9/30/2012,2/11/2019
5997,2013,10/1/2013,9/30/2013,2/11/2019
5998,2014,10/1/2014,9/30/2014,2/11/2019
5999,2004,10/1/2004,9/30/2004,2/11/2019
6000,2005,10/1/2005,9/30/2005,2/11/2019
6001,2006,10/1/2006,9/30/2006,2/11/2019
6002,2007,10/1/2007,9/30/2007,2/11/2019
6003,2008,10/1/2008,9/30/2008,2/11/2019
6004,2009,10/1/2009,9/30/2009,2/11/2019
6005,2010,10/1/2010,9/30/2010,2/11/2019
6006,2011,10/1/2011,9/30/2011,2/11/2019
6007,2012,10/1/2012,9/30/2012,2/11/2019
6008,2013,10/1/2013,9/30/2013,2/11/2019
6009,2014,10/1/2014,9/30/2014,2/11/2019
6010,2004,10/1/2004,9/30/2004,2/11/2019
6011,2005,10/1/2005,9/30/2005,2/11/2019
6012,2006,10/1/2006,9/30/2006,2/11/2019
6013,2007,10/1/2007,9/30/2007,2/11/2019
6014,2008,10/1/2008,9/30/2008,2/11/2019
6015,2009,10/1/2009,9/30/2009,2/11/2019
6016,2010,10/1/2010,9/30/2010,2/11/2019
6017,2011,10/1/2011,9/30/2011,2/11/2019
6018,2012,10/1/2012,9/30/2012,2/11/2019
6019,2013,10/1/2013,9/30/2013,2/11/2019
6020,2014,10/1/2014,9/30/2014,2/11/2019
6021,2004,10/1/2004,9/30/2004,2/11/2019
6022,2005,10/1/2005,9/30/2005,2/11/2019
6023,2006,10/1/2006,9/30/2006,2/11/2019
6024,2007,10/1/2007,9/30/2007,2/11/2019
6025,2008,10/1/2008,9/30/2008,2/11/2019
6026,2009,10/1/2009,9/30/2009,2/11/2019
6027,2010,10/1/2010,9/30/2010,2/11/2019
6028,2011,10/1/2011,9/30/2011,2/11/2019
6029,2012,10/1/2012,9/30/2012,2/11/2019
6030,2013,10/1/2013,9/30/2013,2/11/2019
6031,2014,10/1/2014,9/30/2014,2/11/2019
6032,2004,10/1/2004,9/30/2004,2/11/2019
6033,2005,10/1/2005,9/30/2005,2/11/2019
6034,2006,10/1/2006,9/30/2006,2/11/2019
6035,2007,10/1/2007,9/30/2007,2/11/2019
6036,2008,10/1/2008,9/30/2008,2/11/2019
6037,2009,10/1/2009,9/30/2009,2/11/2019
6038,2010,10/1/2010,9/30/2010,2/11/2019
6039,2011,10/1/2011,9/30/2011,2/11/2019
6040,2012,10/1/2012,9/30/2012,2/11/2019
6041,2013,10/1/2013,9/30/2013,2/11/2019
6042,2014,10/1/2014,9/30/2014,2/11/2019
6043,2004,10/1/2004,9/30/2004,2/11/2019
6044,2005,10/1/2005,9/30/2005,2/11/2019
6045,2006,10/1/2006,9/30/2006,2/11/2019
6046,2007,10/1/2007,9/30/2007,2/11/2019
6047,2008,10/1/2008,9/30/2008,2/11/2019
6048,2009,10/1/2009,9/30/2009,2/11/2019
6049,2010,10/1/2010,9/30/2010,2/11/2019
6050,2011,10/1/2011,9/30/2011,2/11/2019
6051,2012,10/1/2012,9/30/2012,2/11/2019
6052,2013,10/1/2013,9/30/2013,2/11/2019
6053,2014,10/1/2014,9/30/2014,2/11/2019
6054,2004,10/1/2004,9/30/2004,2/11/2019
6055,2005,10/1/2005,9/30/2005,2/11/2019
6056,2006,10/1/2006,9/30/2006,2/11/2019
6057,2007,10/1/2007,9/30/2007,2/11/2019
6058,2008,10/1/2008,9/30/2008,2/11/2019
6059,2009,10/1/2009,9/30/2009,2/11/2019
6060,2010,10/1/2010,9/30/2010,2/11/2019
6061,2011,10/1/2011,9/30/2011,2/11/2019
6062,2012,10/1/2012,9/30/2012,2/11/2019
6063,2013,10/1/2013,9/30/2013,2/11/2019
6064,2014,10/1/2014,9/30/2014,2/11/2019
6065,2004,10/1/2004,9/30/2004,2/11/2019
6066,2005,10/1/2005,9/30/2005,2/11/2019
6067,2006,10/1/2006,9/30/2006,2/11/2019
6068,2007,10/1/2007,9/30/2007,2/11/2019
6069,2008,10/1/2008,9/30/2008,2/11/2019
6070,2009,10/1/2009,9/30/2009,2/11/2019
6071,2010,10/1/2010,9/30/2010,2/11/2019
6072,2011,10/1/2011,9/30/2011,2/11/2019
6073,2012,10/1/2012,9/30/2012,2/11/2019
6074,2013,10/1/2013,9/30/2013,2/11/2019
6075,2014,10/1/2014,9/30/2014,2/11/2019
6076,2004,10/1/2004,9/30/2004,2/11/2019
6077,2005,10/1/2005,9/30/2005,2/11/2019
6078,2006,10/1/2006,9/30/2006,2/11/2019
6079,2007,10/1/2007,9/30/2007,2/11/2019
6080,2008,10/1/2008,9/30/2008,2/11/2019
6081,2009,10/1/2009,9/30/2009,2/11/2019
6082,2010,10/1/2010,9/30/2010,2/11/2019
6083,2011,10/1/2011,9/30/2011,2/11/2019
6084,2012,10/1/2012,9/30/2012,2/11/2019
6085,2013,10/1/2013,9/30/2013,2/11/2019
6086,2014,10/1/2014,9/30/2014,2/11/2019
6087,2004,10/1/2004,9/30/2004,2/11/2019
6088,2005,10/1/2005,9/30/2005,2/11/2019
6089,2006,10/1/2006,9/30/2006,2/11/2019
6090,2007,10/1/2007,9/30/2007,2/11/2019
6091,2008,10/1/2008,9/30/2008,2/11/2019
6092,2009,10/1/2009,9/30/2009,2/11/2019
6093,2010,10/1/2010,9/30/2010,2/11/2019
6094,2011,10/1/2011,9/30/2011,2/11/2019
6095,2012,10/1/2012,9/30/2012,2/11/2019
6096,2013,10/1/2013,9/30/2013,2/11/2019
6097,2014,10/1/2014,9/30/2014,2/11/2019
6098,2004,10/1/2004,9/30/2004,2/11/2019
6099,2005,10/1/2005,9/30/2005,2/11/2019
6100,2006,10/1/2006,9/30/2006,2/11/2019
6101,2007,10/1/2007,9/30/2007,2/11/2019
6102,2008,10/1/2008,9/30/2008,2/11/2019
6103,2009,10/1/2009,9/30/2009,2/11/2019
6104,2010,10/1/2010,9/30/2010,2/11/2019
6105,2011,10/1/2011,9/30/2011,2/11/2019
6106,2012,10/1/2012,9/30/2012,2/11/2019
6107,2013,10/1/2013,9/30/2013,2/11/2019
6108,2014,10/1/2014,9/30/2014,2/11/2019
6109,2004,10/1/2004,9/30/2004,2/11/2019
6110,2005,10/1/2005,9/30/2005,2/11/2019
6111,2006,10/1/2006,9/30/2006,2/11/2019
6112,2007,10/1/2007,9/30/2007,2/11/2019
6113,2008,10/1/2008,9/30/2008,2/11/2019
6114,2009,10/1/2009,9/30/2009,2/11/2019
6115,2010,10/1/2010,9/30/2010,2/11/2019
6116,2011,10/1/2011,9/30/2011,2/11/2019
6117,2012,10/1/2012,9/30/2012,2/11/2019
6118,2013,10/1/2013,9/30/2013,2/11/2019
6119,2014,10/1/2014,9/30/2014,2/11/2019
6120,2004,10/1/2004,9/30/2004,2/11/2019
6121,2005,10/1/2005,9/30/2005,2/11/2019
6122,2006,10/1/2006,9/30/2006,2/11/2019
6123,2007,10/1/2007,9/30/2007,2/11/2019
6124,2008,10/1/2008,9/30/2008,2/11/2019
6125,2009,10/1/2009,9/30/2009,2/11/2019
6126,2010,10/1/2010,9/30/2010,2/11/2019
6127,2011,10/1/2011,9/30/2011,2/11/2019
6128,2012,10/1/2012,9/30/2012,2/11/2019
6129,2013,10/1/2013,9/30/2013,2/11/2019
6130,2014,10/1/2014,9/30/2014,2/11/2019
6131,2004,10/1/2004,9/30/2004,2/11/2019
6132,2005,10/1/2005,9/30/2005,2/11/2019
6133,2006,10/1/2006,9/30/2006,2/11/2019
6134,2007,10/1/2007,9/30/2007,2/11/2019
6135,2008,10/1/2008,9/30/2008,2/11/2019
6136,2009,10/1/2009,9/30/2009,2/11/2019
6137,2010,10/1/2010,9/30/2010,2/11/2019
6138,2011,10/1/2011,9/30/2011,2/11/2019
6139,2012,10/1/2012,9/30/2012,2/11/2019
6140,2013,10/1/2013,9/30/2013,2/11/2019
6141,2014,10/1/2014,9/30/2014,2/11/2019
6142,2004,10/1/2004,9/30/2004,2/11/2019
6143,2005,10/1/2005,9/30/2005,2/11/2019
6144,2006,10/1/2006,9/30/2006,2/11/2019
6145,2007,10/1/2007,9/30/2007,2/11/2019
6146,2008,10/1/2008,9/30/2008,2/11/2019
6147,2009,10/1/2009,9/30/2009,2/11/2019
6148,2010,10/1/2010,9/30/2010,2/11/2019
6149,2011,10/1/2011,9/30/2011,2/11/2019
6150,2012,10/1/2012,9/30/2012,2/11/2019
6151,2013,10/1/2013,9/30/2013,2/11/2019
6152,2014,10/1/2014,9/30/2014,2/11/2019
6153,2004,10/1/2004,9/30/2004,2/11/2019
6154,2005,10/1/2005,9/30/2005,2/11/2019
6155,2006,10/1/2006,9/30/2006,2/11/2019
6156,2007,10/1/2007,9/30/2007,2/11/2019
6157,2008,10/1/2008,9/30/2008,2/11/2019
6158,2009,10/1/2009,9/30/2009,2/11/2019
6159,2010,10/1/2010,9/30/2010,2/11/2019
6160,2011,10/1/2011,9/30/2011,2/11/2019
6161,2012,10/1/2012,9/30/2012,2/11/2019
6162,2013,10/1/2013,9/30/2013,2/11/2019
6163,2014,10/1/2014,9/30/2014,2/11/2019
6164,2004,10/1/2004,9/30/2004,2/11/2019
6165,2005,10/1/2005,9/30/2005,2/11/2019
6166,2006,10/1/2006,9/30/2006,2/11/2019
6167,2007,10/1/2007,9/30/2007,2/11/2019
6168,2008,10/1/2008,9/30/2008,2/11/2019
6169,2009,10/1/2009,9/30/2009,2/11/2019
6170,2010,10/1/2010,9/30/2010,2/11/2019
6171,2011,10/1/2011,9/30/2011,2/11/2019
6172,2012,10/1/2012,9/30/2012,2/11/2019
6173,2013,10/1/2013,9/30/2013,2/11/2019
6174,2014,10/1/2014,9/30/2014,2/11/2019
6175,2004,10/1/2004,9/30/2004,2/11/2019
6176,2005,10/1/2005,9/30/2005,2/11/2019
6177,2006,10/1/2006,9/30/2006,2/11/2019
6178,2007,10/1/2007,9/30/2007,2/11/2019
6179,2008,10/1/2008,9/30/2008,2/11/2019
6180,2009,10/1/2009,9/30/2009,2/11/2019
6181,2010,10/1/2010,9/30/2010,2/11/2019
6182,2011,10/1/2011,9/30/2011,2/11/2019
6183,2012,10/1/2012,9/30/2012,2/11/2019
6184,2013,10/1/2013,9/30/2013,2/11/2019
6185,2014,10/1/2014,9/30/2014,2/11/2019
6186,2004,10/1/2004,9/30/2004,2/11/2019
6187,2005,10/1/2005,9/30/2005,2/11/2019
6188,2006,10/1/2006,9/30/2006,2/11/2019
6189,2007,10/1/2007,9/30/2007,2/11/2019
6190,2008,10/1/2008,9/30/2008,2/11/2019
6191,2009,10/1/2009,9/30/2009,2/11/2019
6192,2010,10/1/2010,9/30/2010,2/11/2019
6193,2011,10/1/2011,9/30/2011,2/11/2019
6194,2012,10/1/2012,9/30/2012,2/11/2019
6195,2013,10/1/2013,9/30/2013,2/11/2019
6196,2014,10/1/2014,9/30/2014,2/11/2019
6197,2004,10/1/2004,9/30/2004,2/11/2019
6198,2005,10/1/2005,9/30/2005,2/11/2019
6199,2006,10/1/2006,9/30/2006,2/11/2019
6200,2007,10/1/2007,9/30/2007,2/11/2019
6201,2008,10/1/2008,9/30/2008,2/11/2019
6202,2009,10/1/2009,9/30/2009,2/11/2019
6203,2010,10/1/2010,9/30/2010,2/11/2019
6204,2011,10/1/2011,9/30/2011,2/11/2019
6205,2012,10/1/2012,9/30/2012,2/11/2019
6206,2013,10/1/2013,9/30/2013,2/11/2019
6207,2014,10/1/2014,9/30/2014,2/11/2019
6208,2004,10/1/2004,9/30/2004,2/11/2019
6209,2005,10/1/2005,9/30/2005,2/11/2019
6210,2006,10/1/2006,9/30/2006,2/11/2019
6211,2007,10/1/2007,9/30/2007,2/11/2019
6212,2008,10/1/2008,9/30/2008,2/11/2019
6213,2009,10/1/2009,9/30/2009,2/11/2019
6214,2010,10/1/2010,9/30/2010,2/11/2019
6215,2011,10/1/2011,9/30/2011,2/11/2019
6216,2012,10/1/2012,9/30/2012,2/11/2019
6217,2013,10/1/2013,9/30/2013,2/11/2019
6218,2014,10/1/2014,9/30/2014,2/11/2019
6219,2004,10/1/2004,9/30/2004,2/11/2019
6220,2005,10/1/2005,9/30/2005,2/11/2019
6221,2006,10/1/2006,9/30/2006,2/11/2019
6222,2007,10/1/2007,9/30/2007,2/11/2019
6223,2008,10/1/2008,9/30/2008,2/11/2019
6224,2009,10/1/2009,9/30/2009,2/11/2019
6225,2010,10/1/2010,9/30/2010,2/11/2019
6226,2011,10/1/2011,9/30/2011,2/11/2019
6227,2012,10/1/2012,9/30/2012,2/11/2019
6228,2013,10/1/2013,9/30/2013,2/11/2019
6229,2014,10/1/2014,9/30/2014,2/11/2019
6230,2004,10/1/2004,9/30/2004,2/11/2019
6231,2005,10/1/2005,9/30/2005,2/11/2019
6232,2006,10/1/2006,9/30/2006,2/11/2019
6233,2007,10/1/2007,9/30/2007,2/11/2019
6234,2008,10/1/2008,9/30/2008,2/11/2019
6235,2009,10/1/2009,9/30/2009,2/11/2019
6236,2010,10/1/2010,9/30/2010,2/11/2019
6237,2011,10/1/2011,9/30/2011,2/11/2019
6238,2012,10/1/2012,9/30/2012,2/11/2019
6239,2013,10/1/2013,9/30/2013,2/11/2019
6240,2014,10/1/2014,9/30/2014,2/11/2019
6241,2004,10/1/2004,9/30/2004,2/11/2019
6242,2005,10/1/2005,9/30/2005,2/11/2019
6243,2006,10/1/2006,9/30/2006,2/11/2019
6244,2007,10/1/2007,9/30/2007,2/11/2019
6245,2008,10/1/2008,9/30/2008,2/11/2019
6246,2009,10/1/2009,9/30/2009,2/11/2019
6247,2010,10/1/2010,9/30/2010,2/11/2019
6248,2011,10/1/2011,9/30/2011,2/11/2019
6249,2012,10/1/2012,9/30/2012,2/11/2019
6250,2013,10/1/2013,9/30/2013,2/11/2019
6251,2014,10/1/2014,9/30/2014,2/11/2019
6252,2004,10/1/2004,9/30/2004,2/11/2019
6253,2005,10/1/2005,9/30/2005,2/11/2019
6254,2006,10/1/2006,9/30/2006,2/11/2019
6255,2007,10/1/2007,9/30/2007,2/11/2019
6256,2008,10/1/2008,9/30/2008,2/11/2019
6257,2009,10/1/2009,9/30/2009,2/11/2019
