AmountMetadataID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryCV,SDWISIdentifier,NAICSCodeCV,PopulationServed,IrrigatedAcreage,IrrigationMethod,CropType,PowerGeneratedGWh,Geometry,InterbasinTransferFromID,InterbasinTransferToID
4749,Agriculture,,Irrigation,,,,,,,,,,
4750,Agriculture,,Irrigation,,,,,,,,,,
4751,Agriculture,,Irrigation,,,,,,,,,,
4752,Agriculture,,Irrigation,,,,,,,,,,
4753,Agriculture,,Irrigation,,,,,,,,,,
4754,Agriculture,,Irrigation,,,,,,,,,,
4755,Agriculture,,Irrigation,,,,,,,,,,
4756,Agriculture,,Irrigation,,,,,,,,,,
4757,Agriculture,,Irrigation,,,,,,,,,,
4758,Agriculture,,Irrigation,,,,,,,,,,
4759,Agriculture,,Irrigation,,,,,,,,,,
4760,Agriculture,,Irrigation,,,,,,,,,,
4761,Agriculture,,Irrigation,,,,,,,,,,
4762,Agriculture,,Irrigation,,,,,,,,,,
4763,Agriculture,,Irrigation,,,,,,,,,,
4764,Agriculture,,Irrigation,,,,,,,,,,
4765,Agriculture,,Irrigation,,,,,,,,,,
4766,Agriculture,,Irrigation,,,,,,,,,,
4767,Agriculture,,Irrigation,,,,,,,,,,
4768,Agriculture,,Irrigation,,,,,,,,,,
4769,Agriculture,,Irrigation,,,,,,,,,,
4770,Agriculture,,Irrigation,,,,,,,,,,
4771,Agriculture,,Irrigation,,,,,,,,,,
4772,Agriculture,,Irrigation,,,,,,,,,,
4773,Agriculture,,Irrigation,,,,,,,,,,
4774,Agriculture,,Irrigation,,,,,,,,,,
4775,Agriculture,,Irrigation,,,,,,,,,,
4776,Agriculture,,Irrigation,,,,,,,,,,
4777,Agriculture,,Irrigation,,,,,,,,,,
4778,Agriculture,,Irrigation,,,,,,,,,,
4779,Agriculture,,Irrigation,,,,,,,,,,
4780,Agriculture,,Irrigation,,,,,,,,,,
4781,Agriculture,,Irrigation,,,,,,,,,,
4782,Agriculture,,Irrigation,,,,,,,,,,
4783,Agriculture,,Irrigation,,,,,,,,,,
4784,Agriculture,,Irrigation,,,,,,,,,,
4785,Agriculture,,Irrigation,,,,,,,,,,
4786,Agriculture,,Irrigation,,,,,,,,,,
4787,Agriculture,,Irrigation,,,,,,,,,,
4788,Agriculture,,Irrigation,,,,,,,,,,
4789,Agriculture,,Irrigation,,,,,,,,,,
4790,Agriculture,,Irrigation,,,,,,,,,,
4791,Agriculture,,Irrigation,,,,,,,,,,
4792,Agriculture,,Irrigation,,,,,,,,,,
4793,Agriculture,,Irrigation,,,,,,,,,,
4794,Agriculture,,Irrigation,,,,,,,,,,
4795,Agriculture,,Irrigation,,,,,,,,,,
4796,Agriculture,,Irrigation,,,,,,,,,,
4797,Agriculture,,Irrigation,,,,,,,,,,
4798,Agriculture,,Irrigation,,,,,,,,,,
4799,Agriculture,,Irrigation,,,,,,,,,,
4800,Agriculture,,Irrigation,,,,,,,,,,
4801,Agriculture,,Irrigation,,,,,,,,,,
4802,Agriculture,,Irrigation,,,,,,,,,,
4803,Agriculture,,Irrigation,,,,,,,,,,
4804,Agriculture,,Irrigation,,,,,,,,,,
4805,Agriculture,,Irrigation,,,,,,,,,,
4806,Agriculture,,Irrigation,,,,,,,,,,
4807,Agriculture,,Irrigation,,,,,,,,,,
4808,Agriculture,,Irrigation,,,,,,,,,,
4809,Agriculture,,Irrigation,,,,,,,,,,
4810,Agriculture,,Irrigation,,,,,,,,,,
4811,Agriculture,,Irrigation,,,,,,,,,,
4812,Agriculture,,Irrigation,,,,,,,,,,
4813,Agriculture,,Irrigation,,,,,,,,,,
4814,Agriculture,,Irrigation,,,,,,,,,,
4815,Agriculture,,Irrigation,,,,,,,,,,
4816,Agriculture,,Irrigation,,,,,,,,,,
4817,Agriculture,,Irrigation,,,,,,,,,,
4818,Agriculture,,Irrigation,,,,,,,,,,
4819,Agriculture,,Irrigation,,,,,,,,,,
4820,Agriculture,,Irrigation,,,,,,,,,,
4821,Agriculture,,Irrigation,,,,,,,,,,
4822,Agriculture,,Irrigation,,,,,,,,,,
4823,Agriculture,,Irrigation,,,,,,,,,,
4824,Agriculture,,Irrigation,,,,,,,,,,
4825,Agriculture,,Irrigation,,,,,,,,,,
4826,Agriculture,,Irrigation,,,,,,,,,,
4827,Agriculture,,Irrigation,,,,,,,,,,
4828,Agriculture,,Irrigation,,,,,,,,,,
4829,Agriculture,,Irrigation,,,,,,,,,,
4830,Agriculture,,Irrigation,,,,,,,,,,
4831,Agriculture,,Irrigation,,,,,,,,,,
4832,Agriculture,,Irrigation,,,,,,,,,,
4833,Agriculture,,Irrigation,,,,,,,,,,
4834,Agriculture,,Irrigation,,,,,,,,,,
4835,Agriculture,,Irrigation,,,,,,,,,,
4836,Agriculture,,Irrigation,,,,,,,,,,
4837,Agriculture,,Irrigation,,,,,,,,,,
4838,Agriculture,,Irrigation,,,,,,,,,,
4839,Agriculture,,Irrigation,,,,,,,,,,
4840,Agriculture,,Irrigation,,,,,,,,,,
4841,Agriculture,,Irrigation,,,,,,,,,,
4842,Agriculture,,Irrigation,,,,,,,,,,
4843,Agriculture,,Irrigation,,,,,,,,,,
4844,Agriculture,,Irrigation,,,,,,,,,,
4845,Agriculture,,Irrigation,,,,,,,,,,
4846,Agriculture,,Irrigation,,,,,,,,,,
4847,Agriculture,,Irrigation,,,,,,,,,,
4848,Agriculture,,Irrigation,,,,,,,,,,
4849,Agriculture,,Irrigation,,,,,,,,,,
4850,Agriculture,,Irrigation,,,,,,,,,,
4851,Agriculture,,Irrigation,,,,,,,,,,
4852,Agriculture,,Irrigation,,,,,,,,,,
4853,Agriculture,,Irrigation,,,,,,,,,,
4854,Agriculture,,Irrigation,,,,,,,,,,
4855,Agriculture,,Irrigation,,,,,,,,,,
4856,Agriculture,,Irrigation,,,,,,,,,,
4857,Agriculture,,Irrigation,,,,,,,,,,
4858,Agriculture,,Irrigation,,,,,,,,,,
4859,Agriculture,,Irrigation,,,,,,,,,,
4860,Agriculture,,Irrigation,,,,,,,,,,
4861,Agriculture,,Irrigation,,,,,,,,,,
4862,Agriculture,,Irrigation,,,,,,,,,,
4863,Agriculture,,Irrigation,,,,,,,,,,
4864,Agriculture,,Irrigation,,,,,,,,,,
4865,Agriculture,,Irrigation,,,,,,,,,,
4866,Agriculture,,Irrigation,,,,,,,,,,
4867,Agriculture,,Irrigation,,,,,,,,,,
4868,Agriculture,,Irrigation,,,,,,,,,,
4869,Agriculture,,Irrigation,,,,,,,,,,
4870,Agriculture,,Irrigation,,,,,,,,,,
4871,Agriculture,,Irrigation,,,,,,,,,,
4872,Agriculture,,Irrigation,,,,,,,,,,
4873,Agriculture,,Irrigation,,,,,,,,,,
4874,Agriculture,,Irrigation,,,,,,,,,,
4875,Agriculture,,Irrigation,,,,,,,,,,
4876,Agriculture,,Irrigation,,,,,,,,,,
4877,Agriculture,,Irrigation,,,,,,,,,,
4878,Agriculture,,Irrigation,,,,,,,,,,
4879,Agriculture,,Irrigation,,,,,,,,,,
4880,Agriculture,,Irrigation,,,,,,,,,,
4881,Agriculture,,Irrigation,,,,,,,,,,
4882,Agriculture,,Irrigation,,,,,,,,,,
4883,Agriculture,,Irrigation,,,,,,,,,,
4884,Agriculture,,Irrigation,,,,,,,,,,
4885,Agriculture,,Irrigation,,,,,,,,,,
4886,Agriculture,,Irrigation,,,,,,,,,,
4887,Agriculture,,Irrigation,,,,,,,,,,
4888,Agriculture,,Irrigation,,,,,,,,,,
4889,Agriculture,,Irrigation,,,,,,,,,,
4890,Agriculture,,Irrigation,,,,,,,,,,
4891,Agriculture,,Irrigation,,,,,,,,,,
4892,Agriculture,,Irrigation,,,,,,,,,,
4893,Agriculture,,Irrigation,,,,,,,,,,
4894,Agriculture,,Irrigation,,,,,,,,,,
4895,Agriculture,,Irrigation,,,,,,,,,,
4896,Agriculture,,Irrigation,,,,,,,,,,
4897,Agriculture,,Irrigation,,,,,,,,,,
4898,Agriculture,,Irrigation,,,,,,,,,,
4899,Agriculture,,Irrigation,,,,,,,,,,
4900,Agriculture,,Irrigation,,,,,,,,,,
4901,Agriculture,,Irrigation,,,,,,,,,,
4902,Agriculture,,Irrigation,,,,,,,,,,
4903,Agriculture,,Irrigation,,,,,,,,,,
4904,Agriculture,,Irrigation,,,,,,,,,,
4905,Agriculture,,Irrigation,,,,,,,,,,
4906,Agriculture,,Irrigation,,,,,,,,,,
4907,Agriculture,,Irrigation,,,,,,,,,,
4908,Agriculture,,Irrigation,,,,,,,,,,
4909,Agriculture,,Irrigation,,,,,,,,,,
4910,Agriculture,,Irrigation,,,,,,,,,,
4911,Agriculture,,Irrigation,,,,,,,,,,
4912,Agriculture,,Irrigation,,,,,,,,,,
4913,Agriculture,,Irrigation,,,,,,,,,,
4914,Agriculture,,Irrigation,,,,,,,,,,
4915,Agriculture,,Irrigation,,,,,,,,,,
4916,Agriculture,,Irrigation,,,,,,,,,,
4917,Agriculture,,Irrigation,,,,,,,,,,
4918,Agriculture,,Irrigation,,,,,,,,,,
4919,Agriculture,,Irrigation,,,,,,,,,,
4920,Agriculture,,Irrigation,,,,,,,,,,
4921,Agriculture,,Irrigation,,,,,,,,,,
4922,Agriculture,,Irrigation,,,,,,,,,,
4923,Agriculture,,Irrigation,,,,,,,,,,
4924,Agriculture,,Irrigation,,,,,,,,,,
4925,Agriculture,,Irrigation,,,,,,,,,,
4926,Agriculture,,Irrigation,,,,,,,,,,
4927,Agriculture,,Irrigation,,,,,,,,,,
4928,Agriculture,,Irrigation,,,,,,,,,,
4929,Agriculture,,Irrigation,,,,,,,,,,
4930,Agriculture,,Irrigation,,,,,,,,,,
4931,Agriculture,,Irrigation,,,,,,,,,,
4932,Agriculture,,Irrigation,,,,,,,,,,
4933,Agriculture,,Irrigation,,,,,,,,,,
4934,Agriculture,,Irrigation,,,,,,,,,,
4935,Agriculture,,Irrigation,,,,,,,,,,
4936,Agriculture,,Irrigation,,,,,,,,,,
4937,Agriculture,,Irrigation,,,,,,,,,,
4938,Agriculture,,Irrigation,,,,,,,,,,
4939,Agriculture,,Irrigation,,,,,,,,,,
4940,Agriculture,,Irrigation,,,,,,,,,,
4941,Agriculture,,Irrigation,,,,,,,,,,
4942,Agriculture,,Irrigation,,,,,,,,,,
4943,Agriculture,,Irrigation,,,,,,,,,,
4944,Agriculture,,Irrigation,,,,,,,,,,
4945,Agriculture,,Irrigation,,,,,,,,,,
4946,Agriculture,,Irrigation,,,,,,,,,,
4947,Agriculture,,Irrigation,,,,,,,,,,
4948,Agriculture,,Irrigation,,,,,,,,,,
4949,Agriculture,,Irrigation,,,,,,,,,,
4950,Agriculture,,Irrigation,,,,,,,,,,
4951,Agriculture,,Irrigation,,,,,,,,,,
4952,Agriculture,,Irrigation,,,,,,,,,,
4953,Agriculture,,Irrigation,,,,,,,,,,
4954,Agriculture,,Irrigation,,,,,,,,,,
4955,Agriculture,,Irrigation,,,,,,,,,,
4956,Agriculture,,Irrigation,,,,,,,,,,
4957,Agriculture,,Irrigation,,,,,,,,,,
4958,Agriculture,,Irrigation,,,,,,,,,,
4959,Agriculture,,Irrigation,,,,,,,,,,
4960,Agriculture,,Irrigation,,,,,,,,,,
4961,Agriculture,,Irrigation,,,,,,,,,,
4962,Agriculture,,Irrigation,,,,,,,,,,
4963,Agriculture,,Irrigation,,,,,,,,,,
4964,Agriculture,,Irrigation,,,,,,,,,,
4965,Agriculture,,Irrigation,,,,,,,,,,
4966,Agriculture,,Irrigation,,,,,,,,,,
4967,Agriculture,,Irrigation,,,,,,,,,,
4968,Agriculture,,Irrigation,,,,,,,,,,
4969,Agriculture,,Irrigation,,,,,,,,,,
4970,Agriculture,,Irrigation,,,,,,,,,,
4971,Agriculture,,Irrigation,,,,,,,,,,
4972,Agriculture,,Irrigation,,,,,,,,,,
4973,Agriculture,,Irrigation,,,,,,,,,,
4974,Agriculture,,Irrigation,,,,,,,,,,
4975,Agriculture,,Irrigation,,,,,,,,,,
4976,Agriculture,,Irrigation,,,,,,,,,,
4977,Agriculture,,Irrigation,,,,,,,,,,
4978,Agriculture,,Irrigation,,,,,,,,,,
4979,Agriculture,,Irrigation,,,,,,,,,,
4980,Agriculture,,Irrigation,,,,,,,,,,
4981,Agriculture,,Irrigation,,,,,,,,,,
4982,Agriculture,,Irrigation,,,,,,,,,,
4983,Agriculture,,Irrigation,,,,,,,,,,
4984,Agriculture,,Irrigation,,,,,,,,,,
4985,Agriculture,,Irrigation,,,,,,,,,,
4986,Agriculture,,Irrigation,,,,,,,,,,
4987,Agriculture,,Irrigation,,,,,,,,,,
4988,Agriculture,,Irrigation,,,,,,,,,,
4989,Agriculture,,Irrigation,,,,,,,,,,
4990,Agriculture,,Irrigation,,,,,,,,,,
4991,Agriculture,,Irrigation,,,,,,,,,,
4992,Agriculture,,Irrigation,,,,,,,,,,
4993,Agriculture,,Irrigation,,,,,,,,,,
4994,Agriculture,,Irrigation,,,,,,,,,,
4995,Agriculture,,Irrigation,,,,,,,,,,
4996,Agriculture,,Irrigation,,,,,,,,,,
4997,Agriculture,,Irrigation,,,,,,,,,,
4998,Agriculture,,Irrigation,,,,,,,,,,
4999,Agriculture,,Irrigation,,,,,,,,,,
5000,Agriculture,,Irrigation,,,,,,,,,,
5001,Agriculture,,Irrigation,,,,,,,,,,
5002,Agriculture,,Irrigation,,,,,,,,,,
5003,Agriculture,,Irrigation,,,,,,,,,,
5004,Agriculture,,Irrigation,,,,,,,,,,
5005,Agriculture,,Irrigation,,,,,,,,,,
5006,Agriculture,,Irrigation,,,,,,,,,,
5007,Agriculture,,Irrigation,,,,,,,,,,
5008,Agriculture,,Irrigation,,,,,,,,,,
5009,Agriculture,,Irrigation,,,,,,,,,,
5010,Agriculture,,Irrigation,,,,,,,,,,
5011,Agriculture,,Irrigation,,,,,,,,,,
5012,Agriculture,,Irrigation,,,,,,,,,,
5013,Agriculture,,Irrigation,,,,,,,,,,
5014,Agriculture,,Irrigation,,,,,,,,,,
5015,Agriculture,,Irrigation,,,,,,,,,,
5016,Agriculture,,Irrigation,,,,,,,,,,
5017,Agriculture,,Irrigation,,,,,,,,,,
5018,Agriculture,,Irrigation,,,,,,,,,,
5019,Agriculture,,Irrigation,,,,,,,,,,
5020,Agriculture,,Irrigation,,,,,,,,,,
5021,Agriculture,,Irrigation,,,,,,,,,,
5022,Agriculture,,Irrigation,,,,,,,,,,
5023,Agriculture,,Irrigation,,,,,,,,,,
5024,Agriculture,,Irrigation,,,,,,,,,,
5025,Agriculture,,Irrigation,,,,,,,,,,
5026,Agriculture,,Irrigation,,,,,,,,,,
5027,Agriculture,,Irrigation,,,,,,,,,,
5028,Agriculture,,Irrigation,,,,,,,,,,
5029,Agriculture,,Irrigation,,,,,,,,,,
5030,Agriculture,,Irrigation,,,,,,,,,,
5031,Agriculture,,Irrigation,,,,,,,,,,
5032,Agriculture,,Irrigation,,,,,,,,,,
5033,Agriculture,,Irrigation,,,,,,,,,,
5034,Agriculture,,Irrigation,,,,,,,,,,
5035,Agriculture,,Irrigation,,,,,,,,,,
5036,Agriculture,,Irrigation,,,,,,,,,,
5037,Agriculture,,Irrigation,,,,,,,,,,
5038,Agriculture,,Irrigation,,,,,,,,,,
5039,Agriculture,,Irrigation,,,,,,,,,,
5040,Agriculture,,Irrigation,,,,,,,,,,
5041,Agriculture,,Irrigation,,,,,,,,,,
5042,Agriculture,,Irrigation,,,,,,,,,,
5043,Agriculture,,Irrigation,,,,,,,,,,
5044,Agriculture,,Irrigation,,,,,,,,,,
5045,Agriculture,,Irrigation,,,,,,,,,,
5046,Agriculture,,Irrigation,,,,,,,,,,
5047,Agriculture,,Irrigation,,,,,,,,,,
5048,Agriculture,,Irrigation,,,,,,,,,,
5049,Agriculture,,Irrigation,,,,,,,,,,
5050,Agriculture,,Irrigation,,,,,,,,,,
5051,Agriculture,,Irrigation,,,,,,,,,,
5052,Agriculture,,Irrigation,,,,,,,,,,
5053,Agriculture,,Irrigation,,,,,,,,,,
5054,Agriculture,,Irrigation,,,,,,,,,,
5055,Agriculture,,Irrigation,,,,,,,,,,
5056,Agriculture,,Irrigation,,,,,,,,,,
5057,Agriculture,,Irrigation,,,,,,,,,,
5058,Agriculture,,Irrigation,,,,,,,,,,
5059,Agriculture,,Irrigation,,,,,,,,,,
5060,Agriculture,,Irrigation,,,,,,,,,,
5061,Agriculture,,Irrigation,,,,,,,,,,
5062,Agriculture,,Irrigation,,,,,,,,,,
5063,Agriculture,,Irrigation,,,,,,,,,,
5064,Agriculture,,Irrigation,,,,,,,,,,
5065,Agriculture,,Irrigation,,,,,,,,,,
5066,Agriculture,,Irrigation,,,,,,,,,,
5067,Agriculture,,Irrigation,,,,,,,,,,
5068,Agriculture,,Irrigation,,,,,,,,,,
5069,Agriculture,,Irrigation,,,,,,,,,,
5070,Agriculture,,Irrigation,,,,,,,,,,
5071,Agriculture,,Irrigation,,,,,,,,,,
5072,Agriculture,,Irrigation,,,,,,,,,,
5073,Agriculture,,Irrigation,,,,,,,,,,
5074,Agriculture,,Irrigation,,,,,,,,,,
5075,Agriculture,,Irrigation,,,,,,,,,,
5076,Agriculture,,Irrigation,,,,,,,,,,
5077,Agriculture,,Irrigation,,,,,,,,,,
5078,Agriculture,,Irrigation,,,,,,,,,,
5079,Agriculture,,Irrigation,,,,,,,,,,
5080,Agriculture,,Irrigation,,,,,,,,,,
5081,Agriculture,,Irrigation,,,,,,,,,,
5082,Agriculture,,Irrigation,,,,,,,,,,
5083,Agriculture,,Irrigation,,,,,,,,,,
5084,Agriculture,,Irrigation,,,,,,,,,,
5085,Agriculture,,Irrigation,,,,,,,,,,
5086,Agriculture,,Irrigation,,,,,,,,,,
5087,Agriculture,,Irrigation,,,,,,,,,,
5088,Agriculture,,Irrigation,,,,,,,,,,
5089,Agriculture,,Irrigation,,,,,,,,,,
5090,Agriculture,,Irrigation,,,,,,,,,,
5091,Agriculture,,Irrigation,,,,,,,,,,
5092,Agriculture,,Irrigation,,,,,,,,,,
5093,Agriculture,,Irrigation,,,,,,,,,,
5094,Agriculture,,Irrigation,,,,,,,,,,
5095,Agriculture,,Irrigation,,,,,,,,,,
5096,Agriculture,,Irrigation,,,,,,,,,,
5097,Agriculture,,Irrigation,,,,,,,,,,
5098,Agriculture,,Irrigation,,,,,,,,,,
5099,Agriculture,,Irrigation,,,,,,,,,,
5100,Agriculture,,Irrigation,,,,,,,,,,
5101,Agriculture,,Irrigation,,,,,,,,,,
5102,Agriculture,,Irrigation,,,,,,,,,,
5103,Agriculture,,Irrigation,,,,,,,,,,
5104,Agriculture,,Irrigation,,,,,,,,,,
5105,Agriculture,,Irrigation,,,,,,,,,,
5106,Agriculture,,Irrigation,,,,,,,,,,
5107,Agriculture,,Irrigation,,,,,,,,,,
5108,Agriculture,,Irrigation,,,,,,,,,,
5109,Agriculture,,Irrigation,,,,,,,,,,
5110,Agriculture,,Irrigation,,,,,,,,,,
5111,Agriculture,,Irrigation,,,,,,,,,,
5112,Agriculture,,Irrigation,,,,,,,,,,
5113,Agriculture,,Irrigation,,,,,,,,,,
5114,Agriculture,,Irrigation,,,,,,,,,,
5115,Agriculture,,Irrigation,,,,,,,,,,
5116,Agriculture,,Irrigation,,,,,,,,,,
5117,Agriculture,,Irrigation,,,,,,,,,,
5118,Agriculture,,Irrigation,,,,,,,,,,
5119,Agriculture,,Irrigation,,,,,,,,,,
5120,Agriculture,,Irrigation,,,,,,,,,,
5121,Agriculture,,Irrigation,,,,,,,,,,
5122,Agriculture,,Irrigation,,,,,,,,,,
5123,Agriculture,,Irrigation,,,,,,,,,,
5124,Agriculture,,Irrigation,,,,,,,,,,
5125,Agriculture,,Irrigation,,,,,,,,,,
5126,Agriculture,,Irrigation,,,,,,,,,,
5127,Agriculture,,Irrigation,,,,,,,,,,
5128,Agriculture,,Irrigation,,,,,,,,,,
5129,Agriculture,,Irrigation,,,,,,,,,,
5130,Agriculture,,Irrigation,,,,,,,,,,
5131,Agriculture,,Irrigation,,,,,,,,,,
5132,Agriculture,,Irrigation,,,,,,,,,,
5133,Agriculture,,Irrigation,,,,,,,,,,
5134,Agriculture,,Irrigation,,,,,,,,,,
5135,Agriculture,,Irrigation,,,,,,,,,,
5136,Agriculture,,Irrigation,,,,,,,,,,
5137,Agriculture,,Irrigation,,,,,,,,,,
5138,Agriculture,,Irrigation,,,,,,,,,,
5139,Agriculture,,Irrigation,,,,,,,,,,
5140,Agriculture,,Irrigation,,,,,,,,,,
5141,Agriculture,,Irrigation,,,,,,,,,,
5142,Agriculture,,Irrigation,,,,,,,,,,
5143,Agriculture,,Irrigation,,,,,,,,,,
5144,Agriculture,,Irrigation,,,,,,,,,,
5145,Agriculture,,Irrigation,,,,,,,,,,
5146,Agriculture,,Irrigation,,,,,,,,,,
5147,Agriculture,,Irrigation,,,,,,,,,,
5148,Agriculture,,Irrigation,,,,,,,,,,
5149,Agriculture,,Irrigation,,,,,,,,,,
5150,Agriculture,,Irrigation,,,,,,,,,,
5151,Agriculture,,Irrigation,,,,,,,,,,
5152,Agriculture,,Irrigation,,,,,,,,,,
5153,Agriculture,,Irrigation,,,,,,,,,,
5154,Agriculture,,Irrigation,,,,,,,,,,
5155,Agriculture,,Irrigation,,,,,,,,,,
5156,Agriculture,,Irrigation,,,,,,,,,,
5157,Agriculture,,Irrigation,,,,,,,,,,
5158,Agriculture,,Irrigation,,,,,,,,,,
5159,Agriculture,,Irrigation,,,,,,,,,,
5160,Agriculture,,Irrigation,,,,,,,,,,
5161,Agriculture,,Irrigation,,,,,,,,,,
5162,Agriculture,,Irrigation,,,,,,,,,,
5163,Agriculture,,Irrigation,,,,,,,,,,
5164,Agriculture,,Irrigation,,,,,,,,,,
5165,Agriculture,,Irrigation,,,,,,,,,,
5166,Agriculture,,Irrigation,,,,,,,,,,
5167,Agriculture,,Irrigation,,,,,,,,,,
5168,Agriculture,,Irrigation,,,,,,,,,,
5169,Agriculture,,Irrigation,,,,,,,,,,
5170,Agriculture,,Irrigation,,,,,,,,,,
5171,Agriculture,,Irrigation,,,,,,,,,,
5172,Agriculture,,Irrigation,,,,,,,,,,
5173,Agriculture,,Irrigation,,,,,,,,,,
5174,Agriculture,,Irrigation,,,,,,,,,,
5175,Agriculture,,Irrigation,,,,,,,,,,
5176,Agriculture,,Irrigation,,,,,,,,,,
5177,Agriculture,,Irrigation,,,,,,,,,,
5178,Agriculture,,Irrigation,,,,,,,,,,
5179,Agriculture,,Irrigation,,,,,,,,,,
5180,Agriculture,,Irrigation,,,,,,,,,,
5181,Agriculture,,Irrigation,,,,,,,,,,
5182,Agriculture,,Irrigation,,,,,,,,,,
5183,Agriculture,,Irrigation,,,,,,,,,,
5184,Agriculture,,Irrigation,,,,,,,,,,
5185,Agriculture,,Irrigation,,,,,,,,,,
5186,Agriculture,,Irrigation,,,,,,,,,,
5187,Agriculture,,Irrigation,,,,,,,,,,
5188,Agriculture,,Irrigation,,,,,,,,,,
5189,Agriculture,,Irrigation,,,,,,,,,,
5190,Agriculture,,Irrigation,,,,,,,,,,
5191,Agriculture,,Irrigation,,,,,,,,,,
5192,Agriculture,,Irrigation,,,,,,,,,,
5193,Agriculture,,Irrigation,,,,,,,,,,
5194,Agriculture,,Irrigation,,,,,,,,,,
5195,Agriculture,,Irrigation,,,,,,,,,,
5196,Agriculture,,Irrigation,,,,,,,,,,
5197,Agriculture,,Irrigation,,,,,,,,,,
5198,Agriculture,,Irrigation,,,,,,,,,,
5199,Agriculture,,Irrigation,,,,,,,,,,
5200,Agriculture,,Irrigation,,,,,,,,,,
5201,Agriculture,,Irrigation,,,,,,,,,,
5202,Agriculture,,Irrigation,,,,,,,,,,
5203,Agriculture,,Irrigation,,,,,,,,,,
5204,Agriculture,,Irrigation,,,,,,,,,,
5205,Agriculture,,Irrigation,,,,,,,,,,
5206,Agriculture,,Irrigation,,,,,,,,,,
5207,Agriculture,,Irrigation,,,,,,,,,,
5208,Agriculture,,Irrigation,,,,,,,,,,
5209,Agriculture,,Irrigation,,,,,,,,,,
5210,Agriculture,,Irrigation,,,,,,,,,,
5211,Agriculture,,Irrigation,,,,,,,,,,
5212,Agriculture,,Irrigation,,,,,,,,,,
5213,Agriculture,,Irrigation,,,,,,,,,,
5214,Agriculture,,Irrigation,,,,,,,,,,
5215,Agriculture,,Irrigation,,,,,,,,,,
5216,Agriculture,,Irrigation,,,,,,,,,,
5217,Agriculture,,Irrigation,,,,,,,,,,
5218,Agriculture,,Irrigation,,,,,,,,,,
5219,Agriculture,,Irrigation,,,,,,,,,,
5220,Agriculture,,Irrigation,,,,,,,,,,
5221,Agriculture,,Irrigation,,,,,,,,,,
5222,Agriculture,,Irrigation,,,,,,,,,,
5223,Agriculture,,Irrigation,,,,,,,,,,
5224,Agriculture,,Irrigation,,,,,,,,,,
5225,Agriculture,,Irrigation,,,,,,,,,,
5226,Agriculture,,Irrigation,,,,,,,,,,
5227,Agriculture,,Irrigation,,,,,,,,,,
5228,Agriculture,,Irrigation,,,,,,,,,,
5229,Agriculture,,Irrigation,,,,,,,,,,
5230,Agriculture,,Irrigation,,,,,,,,,,
5231,Agriculture,,Irrigation,,,,,,,,,,
5232,Agriculture,,Irrigation,,,,,,,,,,
5233,Agriculture,,Irrigation,,,,,,,,,,
5234,Agriculture,,Irrigation,,,,,,,,,,
5235,Agriculture,,Irrigation,,,,,,,,,,
5236,Agriculture,,Irrigation,,,,,,,,,,
5237,Agriculture,,Irrigation,,,,,,,,,,
5238,Agriculture,,Irrigation,,,,,,,,,,
5239,Agriculture,,Irrigation,,,,,,,,,,
5240,Agriculture,,Irrigation,,,,,,,,,,
5241,Agriculture,,Irrigation,,,,,,,,,,
5242,Agriculture,,Irrigation,,,,,,,,,,
5243,Agriculture,,Irrigation,,,,,,,,,,
5244,Agriculture,,Irrigation,,,,,,,,,,
5245,Agriculture,,Irrigation,,,,,,,,,,
5246,Agriculture,,Irrigation,,,,,,,,,,
5247,Agriculture,,Irrigation,,,,,,,,,,
5248,Agriculture,,Irrigation,,,,,,,,,,
5249,Agriculture,,Irrigation,,,,,,,,,,
5250,Agriculture,,Irrigation,,,,,,,,,,
5251,Agriculture,,Irrigation,,,,,,,,,,
5252,Agriculture,,Irrigation,,,,,,,,,,
5253,Agriculture,,Irrigation,,,,,,,,,,
5254,Agriculture,,Irrigation,,,,,,,,,,
5255,Agriculture,,Irrigation,,,,,,,,,,
5256,Agriculture,,Irrigation,,,,,,,,,,
5257,Agriculture,,Irrigation,,,,,,,,,,
5258,Agriculture,,Irrigation,,,,,,,,,,
5259,Agriculture,,Irrigation,,,,,,,,,,
5260,Agriculture,,Irrigation,,,,,,,,,,
5261,Agriculture,,Irrigation,,,,,,,,,,
5262,Agriculture,,Irrigation,,,,,,,,,,
5263,Agriculture,,Irrigation,,,,,,,,,,
5264,Agriculture,,Irrigation,,,,,,,,,,
5265,Agriculture,,Irrigation,,,,,,,,,,
5266,Agriculture,,Irrigation,,,,,,,,,,
5267,Agriculture,,Irrigation,,,,,,,,,,
5268,Agriculture,,Irrigation,,,,,,,,,,
5269,Agriculture,,Irrigation,,,,,,,,,,
5270,Agriculture,,Irrigation,,,,,,,,,,
5271,Agriculture,,Irrigation,,,,,,,,,,
5272,Agriculture,,Irrigation,,,,,,,,,,
5273,Agriculture,,Irrigation,,,,,,,,,,
5274,Agriculture,,Irrigation,,,,,,,,,,
5275,Agriculture,,Irrigation,,,,,,,,,,
5276,Agriculture,,Irrigation,,,,,,,,,,
5277,Agriculture,,Irrigation,,,,,,,,,,
5278,Agriculture,,Irrigation,,,,,,,,,,
5279,Agriculture,,Irrigation,,,,,,,,,,
5280,Agriculture,,Irrigation,,,,,,,,,,
5281,Agriculture,,Irrigation,,,,,,,,,,
