BeneficialUseCategory,PrimaryUseCategory,USGSCategoryNameCV,NAICSCodeNameCV
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Agriculture,Agriculture,Irrigation,Crop Production
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
Municipal/Industrial,Municipal/Industrial,Public Supply,Water Supply
