BeneficialUseID,BeneficialUseUUID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryNameCV,NAICSCodeNameCV
789,789,"Storage, Irrigation, Commercial, Fishery, Fire, Domestic, Wildlife",,,
790,790,"Irrigation, Recreation, Fishery, Stock, Geothermal",,,
791,791,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
792,792,"Storage, Fishery, Domestic, Stock, Wildlife",,,
793,793,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Other",,,
794,794,"Irrigation, Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
795,795,"Irrigation, Fire, Stock, Wildlife",,,
796,796,"Irrigation, Domestic, Augmentation, Other",,,
797,797,"Storage, Recreation, Fishery, Stock",,,
798,798,"Commercial, Stock, Other",,,
799,799,"Irrigation, Commercial, Fire, Domestic, Stock, Evaporative",,,
800,800,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Other",,,
801,801,"Irrigation, Commercial, Fishery, Fire, Domestic, Stock, Augmentation",,,
802,802,"Irrigation, Recreation, Fishery, Domestic, Stock, Wildlife",,,
803,803,"Irrigation, Fire, Domestic, Stock, Augmentation, Recharge",,,
804,804,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
805,805,"Storage, Irrigation, Domestic, Augmentation, Evaporative, Recharge",,,
806,806,"Irrigation, Municipal, Recreation, Domestic, Stock, Other",,,
807,807,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock",,,
808,808,"Irrigation, Commercial, Recreation, Fishery, Domestic, Stock, Augmentation",,,
809,809,"Irrigation, Domestic, Stock, Augmentation, Household Use Only",,,
810,810,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Augmentation, Evaporative, Wildlife",,,
811,811,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Wildlife",,,
812,812,"Irrigation, Recreation, Fishery, Other, Wildlife",,,
813,813,"Storage, Irrigation, Recreation, Fishery, Domestic, Stock",,,
814,814,"Irrigation, Municipal, All Beneficial Uses",,,
815,815,"Irrigation, Municipal, Recreation, Domestic, Stock, Augmentation",,,
816,816,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
817,817,"Irrigation, Industrial, Recreation, Fishery, Augmentation, Wildlife",,,
818,818,"Irrigation, Recreation, Domestic, Stock, Other",,,
819,819,"Storage, Municipal, Fire, Domestic",,,
820,820,"Irrigation, Commercial, Recreation, Fishery, Fire, Augmentation, Other, Wildlife",,,
821,821,"Irrigation, Domestic, Snowmaking",,,
822,822,"Commercial, Industrial, Fire, Augmentation, Wildlife",,,
823,823,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Augmentation, Power",,,
824,824,"Irrigation, Municipal, Commercial, Industrial, Recreation, Augmentation",,,
825,825,"Irrigation, Fire, Domestic, Stock, Augmentation, Household Use Only",,,
826,826,"Irrigation, Recreation, Fishery, Stock",,,
827,827,"Irrigation, Recreation, Stock",,,
828,828,"Irrigation, Industrial, Recreation, Fishery, Domestic, Wildlife",,,
829,829,"Irrigation, Commercial, Stock, Household Use Only",,,
830,830,"Storage, Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
831,831,"Storage, Irrigation, Municipal, Commercial, Fire, Stock, Augmentation, Recharge, Wildlife",,,
832,832,"Irrigation, Recreation, Fishery, Evaporative",,,
833,833,"Recreation, Fishery, Augmentation, Evaporative",,,
834,834,"Irrigation, Fishery, Domestic, Stock",,,
835,835,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock",,,
836,836,"Irrigation, Fire, Domestic, Stock, Wildlife",,,
837,837,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Recharge, Wildlife",,,
838,838,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Snowmaking",,,
839,839,"Domestic, Snowmaking",,,
840,840,"Irrigation, Recreation, Fire, Stock, Power",,,
841,841,"Municipal, Stock",,,
842,842,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Augmentation",,,
843,843,"Irrigation, Commercial, Fire, Domestic, Stock, Augmentation, Wildlife",,,
844,844,"Irrigation, Stock, Recharge",,,
845,845,"Municipal, Recreation, Fishery, Fire, Domestic, Other",,,
846,846,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Augmentation, Snowmaking, Wildlife",,,
847,847,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Power",,,
848,848,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Snowmaking",,,
849,849,"Irrigation, Industrial, Fishery, Domestic, Augmentation",,,
850,850,"Irrigation, Municipal, Industrial, Recreation, Domestic",,,
851,851,"Recreation, Fishery, Augmentation, Other",,,
852,852,"Municipal, Domestic, Geothermal",,,
853,853,"Recreation, Fishery, Fire, Stock, Augmentation, Other",,,
854,854,"Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Other",,,
855,855,"Irrigation, Industrial, Recreation, Fishery, Fire, Other, Wildlife",,,
856,856,"Storage, Fishery, Augmentation, Wildlife",,,
857,857,"Irrigation, Municipal, Recreation, Domestic",,,
858,858,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock",,,
859,859,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Augmentation, Wildlife",,,
860,860,"Fishery, Augmentation, Other, Wildlife",,,
861,861,"Fishery, Recharge, Wildlife",,,
862,862,"Recreation, Fishery, Fire, Power, Wildlife",,,
863,863,"Irrigation, Fishery, Fire, Domestic, Augmentation",,,
864,864,"Irrigation, Other, Wildlife",,,
865,865,"Irrigation, Municipal, Recreation, Fire",,,
866,866,"Irrigation, Domestic, All Beneficial Uses",,,
867,867,"Storage, Fishery, Stock, Wildlife",,,
868,868,"Industrial, Recreation, Fishery, Fire, Stock, Augmentation, Evaporative, Wildlife",,,
869,869,"Irrigation, Municipal, Commercial, Recreation",,,
870,870,"Irrigation, Augmentation, Other, Recharge",,,
871,871,"Municipal, Fishery, Other",,,
872,872,"Storage, Recreation, Fishery",,,
873,873,"Fire, Stock, Augmentation",,,
874,874,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Snowmaking",,,
875,875,"Storage, Irrigation, Industrial, Recreation, Fishery",,,
876,876,"Irrigation, Commercial, Industrial, Stock, Other",,,
877,877,"Commercial, Industrial, Domestic",,,
878,878,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Recharge",,,
879,879,"Storage, Irrigation, Augmentation, All Beneficial Uses",,,
880,880,"Recreation, Domestic, Stock, Augmentation, Wildlife",,,
881,881,"Irrigation, Municipal, Commercial, Augmentation, All Beneficial Uses",,,
882,882,"Irrigation, Municipal, Industrial, Domestic, All Beneficial Uses",,,
883,883,"Recreation, Fishery, Fire, Evaporative",,,
884,884,"Irrigation, Commercial, Industrial, Recreation, Domestic, Augmentation, Snowmaking",,,
885,885,"Irrigation, Commercial, Fishery, Domestic, Augmentation",,,
886,886,"Recreation, Domestic, Stock, Other",,,
887,887,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
888,888,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Other",,,
889,889,"Storage, Irrigation, Municipal, Commercial, Domestic, Stock, Augmentation, Power",,,
890,890,"Fire, Augmentation",,,
891,891,"Stock, Recharge, Wildlife",,,
892,892,"Irrigation, Industrial, Fire, Domestic, Augmentation, Transmountain Export",,,
893,893,"Storage, Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock",,,
894,894,"Storage, Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, Wildlife",,,
895,895,"Irrigation, Fire, Federal Reserved",,,
896,896,"Irrigation, Municipal, Domestic, All Beneficial Uses",,,
897,897,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other",,,
898,898,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other, Wildlife",,,
899,899,"Irrigation, Municipal, Commercial, Fire, Domestic, Other",,,
900,900,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Other, Wildlife",,,
901,901,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock",,,
902,902,"Irrigation, Commercial, Domestic, Augmentation, Other",,,
903,903,"Irrigation, Fishery, Fire, Domestic, Stock, Recharge",,,
904,904,"Irrigation, Household Use Only",,,
905,905,"Irrigation, Fishery, Fire, Augmentation, Wildlife",,,
906,906,"Storage, Irrigation, Fishery, Fire, Domestic, Stock",,,
907,907,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Other",,,
908,908,"Recreation, Fire, Domestic, Federal Reserved, Other",,,
909,909,"Storage, Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
910,910,"Storage, Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
911,911,"Recreation, Fishery, Evaporative, Other",,,
912,912,"Irrigation, Commercial, Industrial, Domestic, Stock, Augmentation",,,
913,913,"Irrigation, Municipal, Power",,,
914,914,"Irrigation, Commercial, Industrial, Fishery, Domestic, Stock",,,
915,915,"Irrigation, Municipal, Domestic, Stock",,,
916,916,"Storage, Irrigation, Industrial, Recreation, Fishery, Domestic, Other",,,
917,917,"Irrigation, Fishery, Fire, Domestic, Stock, Augmentation, Evaporative, Wildlife",,,
918,918,"Storage, Recreation, Fishery, Fire, Other",,,
919,919,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Other",,,
920,920,"Irrigation, Municipal, Commercial, Industrial, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
921,921,"Fishery, Fire, Domestic, Stock, Other, Wildlife",,,
922,922,"Commercial, Fire, Domestic",,,
923,923,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Augmentation, Other",,,
924,924,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Other",,,
925,925,Other,,,
926,926,"Irrigation, Commercial, Wildlife",,,
927,927,"Storage, Irrigation, Recreation, Fishery, Fire, Domestic",,,
928,928,"Storage, Irrigation, Municipal, Recreation, Fishery",,,
929,929,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Evaporative",,,
930,930,"Commercial, Domestic, Power",,,
931,931,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Snowmaking",,,
932,932,"Recreation, Fishery, Fire, Domestic, Augmentation, Other, Wildlife",,,
933,933,"Irrigation, Municipal, Commercial, Recreation, Other",,,
934,934,"Irrigation, Recreation, Fishery, Stock, Other",,,
935,935,"Irrigation, Commercial, Recreation, Fishery, Domestic",,,
936,936,"Irrigation, Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation",,,
937,937,"Irrigation, Recreation, Fire, Domestic, Augmentation, Wildlife",,,
938,938,"Industrial, Recreation, Fishery, Evaporative, Wildlife",,,
939,939,"Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
940,940,"Irrigation, Fire, Domestic",,,
941,941,"Irrigation, Recreation, Fishery, Stock, Augmentation",,,
942,942,"Irrigation, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
943,943,"Storage, Irrigation, Municipal, Recreation, Other",,,
944,944,"Domestic, Federal Reserved",,,
945,945,"Irrigation, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
946,946,"Recreation, Fishery, Fire, Domestic, Stock, Other, Wildlife",,,
947,947,"Industrial, Domestic, Augmentation",,,
948,948,"Irrigation, Commercial, Recreation, Fishery, Augmentation, Wildlife",,,
949,949,"Irrigation, Stock, Household Use Only",,,
950,950,"Storage, Irrigation, Recreation, Fire",,,
951,951,"Fire, Domestic, Stock",,,
952,952,"Storage, Irrigation, Municipal, Commercial, Fire, Domestic, Stock, Augmentation, Wildlife",,,
953,953,"Irrigation, Fishery, Domestic, Augmentation, Other",,,
954,954,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Snowmaking, Other",,,
955,955,"Irrigation, Municipal, Commercial, Industrial, Fire",,,
956,956,"Storage, Irrigation, Municipal, Domestic, Stock",,,
957,957,"Irrigation, Augmentation, Recharge",,,
958,958,"Recreation, Augmentation",,,
959,959,"Irrigation, Municipal, Industrial, Recreation, Domestic, Augmentation, Power, All Beneficial Uses",,,
960,960,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
961,961,"Irrigation, Recreation, Fishery, Fire, Stock, Evaporative, Wildlife",,,
962,962,"Irrigation, Fire, Stock, Household Use Only, Other",,,
963,963,"Storage, Stock, Other, Wildlife",,,
964,964,"Stock, Augmentation, Recharge",,,
965,965,"Irrigation, Municipal, Commercial, Industrial",,,
966,966,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Stock, Augmentation, Other, Wildlife",,,
967,967,"Storage, Municipal, All Beneficial Uses",,,
968,968,"Irrigation, Industrial, Fire, Domestic, Power",,,
969,969,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Wildlife, All Beneficial Uses",,,
970,970,"Storage, Irrigation, Municipal, Industrial, Fishery, Other",,,
971,971,"Commercial, Industrial, Wildlife",,,
972,972,"Municipal, Recreation",,,
973,973,"Irrigation, Commercial, Recreation, Fishery, Fire, Augmentation, Wildlife",,,
974,974,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock, Evaporative",,,
975,975,"Fishery, Domestic",,,
976,976,"Irrigation, Commercial, Recreation, Domestic, Stock, Augmentation",,,
977,977,"Storage, Irrigation, Municipal, Commercial, Industrial",,,
978,978,"Municipal, Commercial, Industrial, Domestic, Stock",,,
979,979,"Irrigation, Municipal, Commercial, Recreation, Domestic, Augmentation, Snowmaking, Other",,,
980,980,"Fire, Domestic, Stock, Federal Reserved, Other",,,
981,981,"Irrigation, Fire, Domestic, Power, Other",,,
982,982,"Commercial, Industrial, Evaporative",,,
983,983,"Storage, Irrigation, Fishery, Stock, Other",,,
984,984,"Storage, Recreation, Other, Wildlife",,,
985,985,"Irrigation, Recreation, Fishery, Augmentation, Recharge, Wildlife",,,
986,986,"Recreation, Fire",,,
987,987,"Storage, Fire, Domestic, Stock",,,
988,988,"Municipal, Recreation, Domestic",,,
989,989,"Fire, Power",,,
990,990,"Municipal, Recreation, Domestic, Augmentation, Snowmaking",,,
991,991,"Irrigation, Commercial, Recreation, Domestic, Stock, Geothermal",,,
992,992,"Commercial, Fishery, Domestic",,,
993,993,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock, Augmentation",,,
994,994,"Storage, Municipal, Power",,,
995,995,"Fishery, Fire, Stock, Augmentation",,,
996,996,"Industrial, Wildlife",,,
997,997,"Irrigation, Commercial, Industrial, Domestic, Augmentation, Other",,,
998,998,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation",,,
999,999,"Storage, Irrigation, Commercial, Recreation, Fishery, Stock, Wildlife",,,
1000,1000,"Irrigation, Domestic, Stock, Other",,,
1001,1001,"Fire, Stock, Federal Reserved",,,
1002,1002,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery, Fire",,,
1003,1003,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Other",,,
1004,1004,"Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Household Use Only",,,
1005,1005,"Storage, Municipal, Industrial, Recreation, Fire, Domestic",,,
1006,1006,"Storage, Irrigation, Industrial, Recreation, Fire, Stock",,,
1007,1007,"Irrigation, Recreation, Fishery, Fire, Augmentation, Other, Wildlife",,,
1008,1008,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other, Wildlife",,,
1009,1009,"Fishery, Fire, Other, Wildlife",,,
1010,1010,"Irrigation, Municipal, Commercial, Stock",,,
1011,1011,"Storage, Recreation, Fishery, Augmentation, Other, Wildlife",,,
1012,1012,"Irrigation, Fire, Domestic, Stock",,,
1013,1013,"Storage, Fishery, Fire, Domestic, Stock",,,
1014,1014,"Irrigation, Recreation, Fishery, Domestic, Power, Other",,,
1015,1015,"Recreation, Fishery, Domestic, Stock",,,
1016,1016,"Storage, Industrial, Other",,,
1017,1017,"Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Augmentation, Other",,,
1018,1018,Commercial,,,
1019,1019,"Irrigation, Recreation, Fishery, Domestic, Wildlife",,,
1020,1020,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Power, Wildlife",,,
1021,1021,"Storage, Irrigation, Fire, Domestic, Other",,,
1022,1022,"Storage, Irrigation, Stock, Augmentation",,,
1023,1023,"Storage, Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation, Other, Wildlife",,,
1024,1024,"Commercial, Industrial, Fire, Stock",,,
1025,1025,"Storage, Irrigation, Commercial, Industrial, Domestic, Stock, Augmentation",,,
1026,1026,"Storage, Irrigation, Commercial, Domestic, Stock",,,
1027,1027,"Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Wildlife",,,
1028,1028,"Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1029,1029,"Irrigation, Fire, Domestic, Stock, Other, Wildlife",,,
1030,1030,"Storage, Fishery, Stock, Other, Wildlife",,,
1031,1031,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock",,,
1032,1032,"Recreation, Federal Reserved",,,
1033,1033,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Wildlife",,,
1034,1034,"Irrigation, Recreation, Fishery, Fire, Domestic, Other",,,
1035,1035,"Irrigation, Commercial, Industrial, Fishery, Domestic, Other",,,
1036,1036,"Commercial, Industrial, Recreation, Fishery, Evaporative",,,
1037,1037,"Irrigation, Municipal, Industrial, Recreation, Fire, Domestic, Other",,,
1038,1038,"Storage, Irrigation, Evaporative",,,
1039,1039,"Irrigation, Commercial, Industrial, Recreation, Domestic, Stock",,,
1040,1040,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Power",,,
1041,1041,"Commercial, Snowmaking",,,
1042,1042,"Storage, Irrigation, Commercial, Industrial, Fishery, Domestic, Other",,,
1043,1043,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic",,,
1044,1044,"Stock, Augmentation",,,
1045,1045,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery, Augmentation",,,
1046,1046,"Irrigation, Industrial, Power, Other",,,
1047,1047,"Recreation, Fishery, Evaporative, Wildlife",,,
1048,1048,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock",,,
1049,1049,"Irrigation, Commercial, Fire, Domestic, Stock, Augmentation",,,
1050,1050,"Storage, Commercial, Industrial, Domestic",,,
1051,1051,"Commercial, Recreation",,,
1052,1052,"Irrigation, Recreation, Fishery, Fire, Other",,,
1053,1053,"Irrigation, Fire, Stock, Power",,,
1054,1054,"Recreation, Fire, Stock, Federal Reserved",,,
1055,1055,"Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1056,1056,"Irrigation, Municipal, Commercial, Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1057,1057,"Fishery, Stock, Evaporative, Recharge, Wildlife",,,
1058,1058,"Storage, Irrigation, Municipal, Commercial, Domestic, Augmentation",,,
1059,1059,"Irrigation, Recreation, Fire, Stock, Household Use Only",,,
1060,1060,"Irrigation, Municipal, Industrial, Recreation, Other",,,
1061,1061,"Storage, Commercial, Industrial, Fishery, Stock, Augmentation, Wildlife",,,
1062,1062,"Storage, Domestic, Stock, Other",,,
1063,1063,"Irrigation, Domestic, Power",,,
1064,1064,"Commercial, Industrial, Fishery, Stock",,,
1065,1065,"Industrial, Recreation, Evaporative",,,
1066,1066,"Fishery, Domestic, Stock, Power",,,
1067,1067,"Irrigation, Fire, Household Use Only",,,
1068,1068,"Irrigation, Municipal, Fire, Domestic, Power",,,
1069,1069,"Recreation, Fire, Other",,,
1070,1070,"Recreation, Fire, Stock, Federal Reserved, Wildlife",,,
1071,1071,"Industrial, Recreation, Fishery, Stock, Wildlife",,,
1072,1072,"Storage, Irrigation, Industrial, Stock",,,
1073,1073,"Irrigation, Municipal, Commercial, Recreation, Fishery, Domestic, Wildlife",,,
1074,1074,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Snowmaking",,,
1075,1075,"Storage, Irrigation, Municipal, Augmentation, Other",,,
1076,1076,"Irrigation, Municipal, Recreation, Domestic, Stock",,,
1077,1077,"Irrigation, Recreation, Fishery, Fire, Power",,,
1078,1078,"Irrigation, Fishery, Other",,,
1079,1079,"Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, All Beneficial Uses",,,
1080,1080,"Storage, Irrigation, Municipal, Industrial, Fishery, Domestic, Other",,,
1081,1081,"Irrigation, Fishery, Augmentation",,,
1082,1082,"Irrigation, Municipal, Industrial, Recreation, Fire, Domestic",,,
1083,1083,"Irrigation, Commercial, Recreation, Stock, Wildlife",,,
1084,1084,"Fishery, Augmentation, Other",,,
1085,1085,"Industrial, Evaporative",,,
1086,1086,"Municipal, Commercial, Industrial, Domestic, Augmentation",,,
1087,1087,"Storage, Irrigation, Fishery, Fire, Domestic, Stock, Augmentation, Evaporative, Wildlife",,,
1088,1088,"Irrigation, Municipal, Commercial, Domestic",,,
1089,1089,"Storage, Irrigation, Fishery, Stock, Augmentation",,,
1090,1090,"Municipal, Power",,,
1091,1091,"Irrigation, Municipal, Fire, Domestic, Other",,,
1092,1092,"Recreation, Fishery, Fire, Wildlife",,,
1093,1093,"Irrigation, Municipal, Commercial, Fire, Domestic, Stock",,,
1094,1094,"Irrigation, Domestic, Stock, Wildlife",,,
1095,1095,"Storage, Fire, Domestic, Stock, Wildlife",,,
1096,1096,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Other",,,
1097,1097,"Irrigation, Recreation, Fishery, Stock, Augmentation, Other",,,
1098,1098,Power,,,
1099,1099,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic, Stock",,,
1100,1100,"Irrigation, Commercial, Fire, Domestic",,,
1101,1101,"Storage, Commercial, Stock, Other",,,
1102,1102,"Fire, Federal Reserved, Other",,,
1103,1103,"Commercial, Recreation, Fishery, Fire, Domestic, Wildlife",,,
1104,1104,"Irrigation, Municipal, Recreation, Fishery, Domestic, Stock",,,
1105,1105,"Storage, Municipal, Commercial, Industrial, Recreation, Domestic",,,
1106,1106,"Storage, Fishery, Domestic, Stock",,,
1107,1107,"Irrigation, Recreation, Fishery, Fire, Stock, Wildlife",,,
1108,1108,"Recreation, Domestic, Federal Reserved",,,
1109,1109,"Irrigation, Municipal, Commercial, Industrial, Fishery, Fire, Domestic, Stock, Wildlife",,,
1110,1110,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Other",,,
1111,1111,"Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1112,1112,"Irrigation, Municipal, Commercial, Recreation, Fishery, Power",,,
1113,1113,"Storage, Irrigation, Commercial, Fishery, Domestic, Stock, Wildlife",,,
1114,1114,"Municipal, Commercial, Industrial",,,
1115,1115,"Irrigation, Commercial, Fire, Domestic, Evaporative",,,
1116,1116,"Storage, Irrigation, Domestic, Stock",,,
1117,1117,"Irrigation, Recreation, Other",,,
1118,1118,"Irrigation, Municipal, Industrial, Fishery, Domestic, Augmentation, Evaporative, Wildlife",,,
1119,1119,"Storage, Irrigation, Fishery, Fire",,,
1120,1120,"Irrigation, Municipal, Industrial, Recreation, Domestic, Augmentation, Recharge",,,
1121,1121,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation, Power, Recharge, Wildlife",,,
1122,1122,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Augmentation",,,
1123,1123,"Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation",,,
1124,1124,"Recreation, Fishery, Geothermal",,,
1125,1125,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Wildlife",,,
1126,1126,"Irrigation, Municipal, Commercial, Industrial, Other",,,
1127,1127,"Commercial, Augmentation",,,
1128,1128,"Irrigation, Commercial, Recreation, Domestic, Snowmaking",,,
1129,1129,"Storage, Irrigation, Industrial, Domestic, Basin Export",,,
1130,1130,"Irrigation, Industrial, Domestic, Stock",,,
1131,1131,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Evaporative, Geothermal",,,
1132,1132,"Municipal, Recreation, Other",,,
1133,1133,"Irrigation, Fishery, Domestic, Augmentation, Wildlife",,,
1134,1134,"Irrigation, Municipal, Commercial, Industrial, Fishery, Stock, Power",,,
1135,1135,"Irrigation, Commercial, Industrial, Fishery, Domestic",,,
1136,1136,"Recreation, Fishery, Stock, Wildlife",,,
1137,1137,"Irrigation, Commercial, Fishery, Stock, Wildlife",,,
1138,1138,"Commercial, Recreation, Fire, Domestic, Stock",,,
1139,1139,"Irrigation, Recreation, Fishery, Augmentation",,,
1140,1140,"Irrigation, Fire, Domestic, Augmentation",,,
1141,1141,"Storage, Irrigation, Commercial, Augmentation",,,
1142,1142,"Irrigation, Municipal, Domestic, Stock, Other",,,
1143,1143,"Storage, Irrigation, Municipal, Recreation, Domestic",,,
1144,1144,"Fire, Domestic, Stock, Augmentation, Wildlife",,,
1145,1145,"Storage, Fire, Domestic",,,
1146,1146,"Recreation, Domestic",,,
1147,1147,"Irrigation, Commercial, Domestic, Stock, All Beneficial Uses",,,
1148,1148,"Irrigation, Commercial, Industrial, Augmentation, All Beneficial Uses",,,
1149,1149,"Domestic, Stock, Power, Wildlife",,,
1150,1150,"Municipal, Industrial, Recreation, Fishery, Domestic, Augmentation",,,
1151,1151,"Irrigation, Industrial, Domestic, Stock, Augmentation",,,
1152,1152,"Storage, Minimum Streamflow",,,
1153,1153,"Recreation, Fishery, Stock, Augmentation, Power, Wildlife",,,
1154,1154,"Irrigation, Commercial, Domestic, Augmentation, Snowmaking",,,
1155,1155,"Irrigation, Municipal, Commercial, Recreation, Augmentation",,,
1156,1156,"Irrigation, Recreation, Fishery, Fire, Other, Wildlife",,,
1157,1157,"Irrigation, Commercial, Industrial, Fishery, Fire, Stock, Evaporative, Wildlife",,,
1158,1158,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation, Power, Recharge",,,
1159,1159,"Recreation, Evaporative",,,
1160,1160,"Storage, Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Stock",,,
1161,1161,"Commercial, Recreation, Fire, Geothermal, Other",,,
1162,1162,"Fishery, Fire, Domestic, Wildlife",,,
1163,1163,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Stock, Other",,,
1164,1164,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Stock",,,
1165,1165,"Storage, Irrigation, Municipal, Commercial, Domestic, Stock, Augmentation",,,
1166,1166,"Storage, Irrigation, Municipal, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
1167,1167,"Irrigation, Commercial, Fire, Stock",,,
1168,1168,"Irrigation, Commercial, Industrial, Recreation, Fishery, Augmentation, Wildlife",,,
1169,1169,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Augmentation, Other",,,
