WaterSourceID,WaterSourceUUID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
560,560,Echo Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
561,561,Echo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
562,562,Ed Van Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
563,563,Eddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
564,564,Edgerton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
565,565,Egeria Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
566,566,Eightmile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
567,567,El Poso Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
568,568,El Rito Azul,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
569,569,El Rito de Aban,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
570,570,Elbert Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
571,571,Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
572,572,Elk River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
573,573,Elkhead Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
574,574,Elkhorn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
575,575,Elliot Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
576,576,Elliott Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
577,577,Elliott Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
578,578,Embargo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
579,579,Emma Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
580,580,Empire Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
581,581,Encampment River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
582,582,English Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
583,583,Escalante Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
584,584,Eureka Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
585,585,Evacuation Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
586,586,Evans Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
587,587,Fall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
588,588,Fall River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
589,589,Falls Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
590,590,Farmers Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
591,591,Farnsworth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
592,592,Farwell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
593,593,Fawn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
594,594,Fern Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
595,595,Fir Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
596,596,First Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
597,597,Fischer Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
598,598,Fish Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
599,599,Fisher Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
600,600,Fishhook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
601,601,Five Pine Mesa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
602,602,Five Springs Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
603,603,Flag Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
604,604,Fletcher Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
605,605,Florida River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
606,606,Floyd Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
607,607,Flume Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
608,608,Flume Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
609,609,Fly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
610,610,Foidel Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
611,611,Fonce Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
612,612,Fondillos Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
613,613,Fooses Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
614,614,Forbes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
615,615,Ford Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
616,616,Forrester Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
617,617,Fortification Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
618,618,Fossil Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
619,619,Foster Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
620,620,Fountain Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
621,621,Four Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
622,622,Fourmile Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
623,623,Fourmile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
624,624,Fourteenmile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
625,625,Fowler Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
626,626,Fox Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
627,627,Franz Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
628,628,Fraser River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
629,629,Freeman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
630,630,French Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
631,631,Frenchman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
632,632,Frenchman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
633,633,Frenchwoman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
634,634,Friends Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
635,635,Frijole Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
636,636,Fritz Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
637,637,Froze Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
638,638,Fryingpan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
639,639,Furness Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
640,640,G Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
641,641,Gable Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
642,642,Gageby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
643,643,Galena Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
644,644,Game Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
645,645,Garber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
646,646,Garden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
647,647,Gardiner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
648,648,Gardner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
649,649,Garfield Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
650,650,Garner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
651,651,Gas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
652,652,Geary Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
653,653,Geneva Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
654,654,George Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
655,655,Georges Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
656,656,German Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
657,657,Gibbs Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
658,658,Gibson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
659,659,Gifford Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
660,660,Gilbert Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
661,661,Gill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
662,662,Gillam Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
663,663,Gilpin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
664,664,Glacier Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
665,665,Godding Hollow,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
666,666,Goeglein Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
667,667,Goff's Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
668,668,Gold Basin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
669,669,Gold Blossom Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
670,670,Gold Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
671,671,Gold Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
672,672,Good Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
673,673,Good Yew Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
674,674,Goodman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
675,675,Goodson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
676,676,Goodwin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
677,677,Goose Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
678,678,Gooseberry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
679,679,Gordon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
680,680,Gore Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
681,681,Gove Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
682,682,Government Corral Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
683,683,Government Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
684,684,Grace Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
685,685,Grade Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
686,686,Graflin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
687,687,Graflin Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
688,688,Graham Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
689,689,Graneros Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
690,690,Grange Hall Creek (AKA B,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
691,691,Granite Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
692,692,Grape Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
693,693,Grass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
694,694,Grassy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
695,695,Graves Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
696,696,Graveyard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
697,697,Gray Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
698,698,Grays Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
699,699,Greasewood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
700,700,Greasewood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
701,701,Greathouse Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
702,702,Green Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
703,703,Green Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
704,704,Green River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
705,705,Greenhorn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
706,706,Greenleaf Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
707,707,Greenstreet Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
708,708,Greenville Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
709,709,Greenwood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
710,710,Gregory Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
711,711,Gribbles Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
712,712,Griffin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
713,713,Grimes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
714,714,Grizzley Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
715,715,Grizzly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
716,716,Grizzly Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
717,717,Gross Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
718,718,Groundhog Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
719,719,Grouse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
720,720,Grove Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
721,721,Guajatoyah Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
722,722,Guernsey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
723,723,Gunn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
724,724,Gunnison River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
725,725,Gurule Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
726,726,Guy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
727,727,Gwinn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
728,728,Gypsum Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
729,729,Hack Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
730,730,Hairpin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
731,731,Hale Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
732,732,Halfmile Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
733,733,Halfmoon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
734,734,Hall's Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
735,735,Hall Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
736,736,Halls Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
737,737,Hamilton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
738,738,Hamilton Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
739,739,Hammond Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
740,740,Hankins Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
741,741,Hanna Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
742,742,Happy Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
743,743,Happy Hollow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
744,744,Hardnack Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
745,745,Hardscrabble Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
746,746,Harrigan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
747,747,Harrington Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
748,748,Harrison Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
749,749,Harsha Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
750,750,Hart Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
751,751,Hartman Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
752,752,Hartman Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
753,753,Hartman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
754,754,Hartzell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
755,755,Harvey Gap,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
756,756,Hat Springs Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
757,757,Hatch Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
758,758,Haunted Spring Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
759,759,Hawk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
760,760,Hawxhurst Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
761,761,Hay Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
762,762,Hay Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
763,763,Hay Press Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
764,764,Hayden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
765,765,Hayden Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
766,766,Hayden Pass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
767,767,Hayes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
768,768,Haystack Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
769,769,Heimbaugh Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
770,770,Hell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
771,771,Helmer Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
772,772,Henderson Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
773,773,Hennequin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
774,774,Henry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
775,775,Henson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
776,776,Herman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
777,777,Hermosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
778,778,Herring Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
779,779,Hicks Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
780,780,Hicks Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
781,781,Hidden Valley Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
782,782,High Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
783,783,Hill Arroya,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
784,784,Hill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
785,785,Hilton Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
786,786,Hinman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
787,787,Hodding Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
788,788,Hoff Brook,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
789,789,Hoffman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
790,790,Hogan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
791,791,Holbrook Creek (AKA Big ,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
792,792,Holderness Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
793,793,Hole-in-the-Wall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
794,794,Hole-In-The-Wall Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
795,795,Holland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
796,796,Holland Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
797,797,Holmes Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
798,798,Holmes Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
799,799,Holthusen Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
800,800,Holy Joe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
801,801,Homestake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
802,802,Hooker Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
803,803,Hoop Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
804,804,Hoosier Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
805,805,Horn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
806,806,Horn Fork Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
807,807,Horn Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
808,808,Horse Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
809,809,Horse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
810,810,Horse Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
811,811,Horsefly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
812,812,Horseshoe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
813,813,Horsetooth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
814,814,Hot Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
815,815,Hot Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
816,816,Hot Springs Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
817,817,House Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
818,818,Housel Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
819,819,Houston Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
820,820,Hovenweep Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
821,821,Howard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
822,822,Howard Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
823,823,Howd Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
824,824,Howlett Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
825,825,Hubbard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
826,826,Hubberson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
827,827,Huckleberry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
828,828,Hudson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
829,829,Huerfano River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
830,830,Hughes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
831,831,Hunkydory Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
832,832,Hunt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
833,833,Hunter Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
834,834,Hunters Cabin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
835,835,Hunters Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
836,836,Hurd Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
837,837,Hutchinson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
838,838,Ice Cave Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
839,839,Idaho Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
840,840,Ignacio Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
841,841,Ike Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
