OrganizationID,ReportingUnitNativeID,ReportingUnitID,VariableSpecificCV,VariableSpecificID,BeneficialUseCategory,USGSCategoryCV,WaterSourceID,WaterSourceID,MethodName,MethodID,ReportYearCV,TimeframeStart,TimeframeEnd,InterbasinTransferFromID,InterbasinTransferToID,Amount,PopulationServed,IrrigatedAcreage,PowerGeneratedGWh,NAICSCodeCV,Geometry,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2007,10/1/2007,9/30/2007,,,23682.78,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2008,10/1/2008,9/30/2008,,,24529.74,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2009,10/1/2009,9/30/2009,,,25246.47,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2010,10/1/2010,9/30/2010,,,22771.58,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2011,10/1/2011,9/30/2011,,,18552.90,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2012,10/1/2012,9/30/2012,,,21384.37,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2013,10/1/2013,9/30/2013,,,20191.35,,,,,,                              ,                              ,,,
1,10-01-05,138,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2014,10/1/2014,9/30/2014,,,18797.53,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2004,10/1/2004,9/30/2004,,,285.62,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2005,10/1/2005,9/30/2005,,,308.12,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2006,10/1/2006,9/30/2006,,,358.97,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2007,10/1/2007,9/30/2007,,,385.54,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2008,10/1/2008,9/30/2008,,,370.82,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2009,10/1/2009,9/30/2009,,,352.02,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2010,10/1/2010,9/30/2010,,,364.50,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2011,10/1/2011,9/30/2011,,,362.14,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2012,10/1/2012,9/30/2012,,,392.50,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2013,10/1/2013,9/30/2013,,,339.76,,,,,,                              ,                              ,,,
1,10-01-06,136,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2014,10/1/2014,9/30/2014,,,295.09,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2004,10/1/2004,9/30/2004,,,850.83,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2005,10/1/2005,9/30/2005,,,996.33,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2006,10/1/2006,9/30/2006,,,1024.90,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2007,10/1/2007,9/30/2007,,,928.67,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2008,10/1/2008,9/30/2008,,,941.64,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2009,10/1/2009,9/30/2009,,,954.69,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2010,10/1/2010,9/30/2010,,,894.35,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2011,10/1/2011,9/30/2011,,,828.87,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2012,10/1/2012,9/30/2012,,,843.15,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2013,10/1/2013,9/30/2013,,,789.18,,,,,,                              ,                              ,,,
1,10-02-01,128,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2014,10/1/2014,9/30/2014,,,869.68,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2004,10/1/2004,9/30/2004,,,4040.82,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2005,10/1/2005,9/30/2005,,,3439.96,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2006,10/1/2006,9/30/2006,,,3499.02,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2007,10/1/2007,9/30/2007,,,4160.12,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2008,10/1/2008,9/30/2008,,,4425.17,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2009,10/1/2009,9/30/2009,,,4348.61,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2010,10/1/2010,9/30/2010,,,4366.30,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2011,10/1/2011,9/30/2011,,,3943.36,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2012,10/1/2012,9/30/2012,,,4183.16,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2013,10/1/2013,9/30/2013,,,3436.68,,,,,,                              ,                              ,,,
1,10-02-02,125,"Consumptive Use, Irrigation",1,Agriculture,Irrigation,Fresh_SW_GW,3,Consumptive Use Estimate,5,2014,10/1/2014,9/30/2014,,,3306.91,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,729.05,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,623.03,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,634.60,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,732.04,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,755.41,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,748.75,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,741.61,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,629.29,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,780.90,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,759.15,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,812.32,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,5363.19,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,3298.39,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,4618.36,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,3980.94,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,4096.15,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,3852.72,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,3695.17,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,4271.43,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,7110.74,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,8202.22,,,,,,                              ,                              ,,,
1,000-01-01,6,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,7319.90,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,417.37,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,356.67,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,363.30,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,419.08,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,432.46,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,428.65,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,424.56,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,360.26,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,447.05,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,434.60,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,465.04,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,4966.61,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,5065.44,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,6498.65,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,4844.79,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,5445.01,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,5809.17,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,5503.27,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,6279.61,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,6867.71,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,9435.31,,,,,,                              ,                              ,,,
1,000-01-02,4,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,8876.82,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,10.92,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,9.33,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,9.50,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,10.96,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,11.31,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,11.21,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,11.11,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,9.42,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,11.69,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,11.37,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,12.16,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,4115.70,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,4388.57,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,6238.82,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,5529.77,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,5254.90,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,4690.25,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,4362.13,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,5002.63,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,6404.92,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,6728.52,,,,,,                              ,                              ,,,
1,000-01-03,2,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,6054.83,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,0.66,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,0.56,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,0.57,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,0.66,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,0.68,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,0.68,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,0.67,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,0.57,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,0.71,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,0.69,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,0.74,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,1892.43,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,1583.67,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,1976.85,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,2121.54,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,1931.84,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,1602.92,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,1618.17,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,1727.04,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,3628.31,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,4513.87,,,,,,                              ,                              ,,,
1,000-02-00,5,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_Surface water,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,4102.23,,,,,,                              ,                              ,,,
1,00-01-01,9,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,1300.00,,,,,,                              ,                              ,,,
1,00-01-01,9,"Withdrawal, Irrigation",2,Agriculture,Irrigation,Fresh_GW,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,1000.00,,,,,,                              ,                              ,,,
