OrganizationID,ReportingUnitNativeID,VariableSpecificCV,BeneficialUseCategory,USGSCategoryCV,WaterSourceID,MethodName,ReportYearCV,TimeframeStart,TimeframeEnd,InterbasinTransferFromID,InterbasinTransferToID,Amount,PopulationServed,IrrigatedAcreage,PowerGeneratedGWh,NAICSCodeCV,Geometry
UTDWRE,04-01-07,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,27298.55,,,,,
UTDWRE,04-01-07,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,37800.86,,,,,
UTDWRE,04-01-07,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,35772.20,,,,,
UTDWRE,04-01-07,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,28041.05,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,249.86,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,213.52,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,217.49,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,250.88,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,258.89,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,256.61,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,254.16,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,215.67,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,267.63,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,260.17,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,278.40,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,6317.97,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,5762.65,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,6843.78,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,7585.88,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,6193.27,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,5462.61,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,5420.23,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,4856.42,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,6505.53,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,6504.92,,,,,
UTDWRE,04-01-08,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,5082.50,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,0.22,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,0.19,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,0.19,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,0.22,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,0.23,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,0.23,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,0.23,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,0.19,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,0.24,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,0.23,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,0.25,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,248.24,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,217.58,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,258.20,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,284.13,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,240.80,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,221.14,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,223.85,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,204.81,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,284.43,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,247.29,,,,,
UTDWRE,04-01-09,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,96.62,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,47761.65,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,46284.38,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,34369.03,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,34369.28,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,31217.82,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,26786.41,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,32990.24,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,35353.60,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,34763.06,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,27869.47,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,30725.20,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,216950.79,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,166434.27,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,226947.56,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,251801.82,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,215312.37,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,187777.79,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,178856.20,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,173744.44,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,333006.69,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,199615.66,,,,,
UTDWRE,04-01-10,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,168887.81,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,3300.21,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,3000.15,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,4799.92,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,6449.78,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,3450.21,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,3300.23,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,2100.38,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,2850.18,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,4500.09,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,1380.50,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,135.72,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,3522.33,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,5169.86,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,5287.86,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,2990.32,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,3681.39,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,4075.78,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,4111.86,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,4759.79,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,3007.71,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,2946.47,,,,,
UTDWRE,04-01-11,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,2997.06,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,5803.59,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,3003.35,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,3803.30,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,8103.27,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,5103.85,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,4803.85,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,4903.79,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,1703.57,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,8003.58,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,6403.68,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,9303.58,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,146872.77,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,126310.16,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,140466.31,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,136043.21,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,144899.60,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,143533.18,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,123109.65,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,128837.29,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,135889.57,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,126854.34,,,,,
UTDWRE,05-01-00,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,155737.91,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,9402.64,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,5535.33,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,7896.25,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,9473.14,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,9353.75,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,7879.24,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,8191.01,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,5644.35,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,10180.61,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,9978.04,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,10595.98,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,15378.28,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,12534.44,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,13893.49,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,14777.44,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,14502.57,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,13136.59,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,9503.55,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,10198.98,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,11941.24,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,10671.50,,,,,
UTDWRE,05-02-01,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,13510.97,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,592.92,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,506.70,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,516.11,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,595.36,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,614.36,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2009,10/1/2009,9/30/2009,,,608.95,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2010,10/1/2010,9/30/2010,,,603.14,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2011,10/1/2011,9/30/2011,,,511.79,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2012,10/1/2012,9/30/2012,,,635.09,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2013,10/1/2013,9/30/2013,,,617.41,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_GW,Withdrawal Volume Estimate,2014,10/1/2014,9/30/2014,,,660.65,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2004,10/1/2004,9/30/2004,,,8423.76,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2005,,,7346.21,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2006,10/1/2006,9/30/2006,,,10170.27,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2007,10/1/2007,9/30/2007,,,9188.09,,,,,
UTDWRE,05-02-02,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Surface water,Withdrawal Volume Estimate,2008,10/1/2008,9/30/2008,,,9111.38,,,,,
