WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry,
Evacuation Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Evans Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fall Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fall River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Falls Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Farmers Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Farnsworth Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Farwell Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fawn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fern Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fir Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
First Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fischer Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fish Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fisher Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fishhook Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Five Pine Mesa Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Five Springs Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Flag Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fletcher Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Florida River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Floyd Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Flume Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Flume Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fly Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Foidel Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fonce Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fondillos Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fooses Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Forbes Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ford Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Forrester Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fortification Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fossil Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Foster Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fountain Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Four Elk Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fourmile Canyon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fourmile Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fourteenmile Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fowler Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fox Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Franz Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fraser River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Freeman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
French Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frenchman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frenchman Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frenchwoman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Friends Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frijole Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fritz Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Froze Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fryingpan River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Furness Arroyo,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
G Wash,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gable Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gageby Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Galena Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Game Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garber Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garden Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gardiner Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gardner Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garfield Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garner Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gas Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Geary Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Geneva Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
George Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Georges Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
German Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gibbs Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gibson Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gifford Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gilbert Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gill Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gillam Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gilpin Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Glacier Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Godding Hollow,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goeglein Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goff's Run,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Basin Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Blossom Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Run,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Good Spring Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Good Yew Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goodman Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goodson Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goodwin Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goose Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gooseberry Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gordon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gore Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gove Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Government Corral Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Government Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grace Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grade Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graflin Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graflin Slough,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graham Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graneros Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grange Hall Creek (AKA B,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Granite Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grape Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grass Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grassy Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graves Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graveyard Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gray Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grays Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greasewood Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greasewood Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greathouse Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Green Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Green Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Green River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenhorn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenleaf Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenstreet Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenville Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenwood Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gregory Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gribbles Run,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Griffin Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grimes Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grizzley Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grizzly Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grizzly Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gross Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Groundhog Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grouse Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grove Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Guajatoyah Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Guernsey Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gunn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gunnison River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gurule Arroyo,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Guy Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gwinn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gypsum Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hack Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hairpin Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hale Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Halfmile Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Halfmoon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hall's Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hall Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Halls Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hamilton Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hamilton Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hammond Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hankins Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hanna Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Happy Canyon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Happy Hollow Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hardnack Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hardscrabble Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harrigan Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harrington Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harrison Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harsha Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hart Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartman Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartman Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartman Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartzell Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harvey Gap,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hat Springs Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hatch Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Haunted Spring Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hawk Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hawxhurst Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hay Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hay Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hay Press Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayden Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayden Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayden Pass Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayes Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Haystack Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Heimbaugh Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hell Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Helmer Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Henderson Slough,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hennequin Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Henry Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Henson Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Herman Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hermosa Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Herring Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hicks Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hicks Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hidden Valley Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
High Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hill Arroya,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hill Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hilton Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hinman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hodding Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoff Brook,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoffman Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hogan Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holbrook Creek (AKA Big ,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holderness Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hole-in-the-Wall Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hole-In-The-Wall Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holland Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holland Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holmes Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holmes Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holthusen Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holy Joe Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Homestake Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hooker Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoop Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoosier Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horn Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horn Fork Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horn Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horse Canyon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horse Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horse Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horsefly Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horseshoe Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horsetooth Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hot Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hot Spring Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hot Springs Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
House Canyon Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Housel Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Houston Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hovenweep Canyon,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howard Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howard Fork,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howd Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howlett Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hubbard Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hubberson Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Huckleberry Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hudson Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Huerfano River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hughes Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunkydory Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunt Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunter Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunters Cabin Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunters Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hurd Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hutchinson Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ice Cave Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Idaho Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ignacio Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ike Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ikes Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Illinois Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Illinois River,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Independence Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indian Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indian Run,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indian Springs Draw,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indiana Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Inn Brook,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Iowa Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Iron Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Iron Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Irrawaddy Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ivanhoe Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ivy Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
IX Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jack Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jack Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jack Rabbit Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jacks Creek (AKA Skelton,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jackson Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jackson Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jakeman Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
James Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jaroso Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jarre Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jasper Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jay Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jefferson Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jefferson Lake Fork,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jeffway Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jenkins Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jenny Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jerry Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jesse Gulch,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jim Creek,Uknown,Fresh,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
