WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry,
Fondillos Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fooses Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Forbes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ford Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Forrester Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fortification Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fossil Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Foster Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fountain Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Four Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fourmile Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fourmile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fourteenmile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fowler Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fox Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Franz Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fraser River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Freeman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
French Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frenchman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frenchman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frenchwoman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Friends Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Frijole Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fritz Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Froze Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Fryingpan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Furness Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
G Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gable Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gageby Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Galena Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Game Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gardiner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gardner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garfield Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Garner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gas Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Geary Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Geneva Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
George Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Georges Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
German Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gibbs Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gibson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gifford Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gilbert Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gillam Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gilpin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Glacier Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Godding Hollow,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goeglein Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goff's Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Basin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Blossom Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gold Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Good Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Good Yew Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goodman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goodson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goodwin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Goose Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gooseberry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gordon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gore Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gove Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Government Corral Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Government Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grace Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grade Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graflin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graflin Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graham Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graneros Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grange Hall Creek (AKA B,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Granite Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grape Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grassy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graves Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Graveyard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gray Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grays Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greasewood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greasewood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greathouse Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Green Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Green Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Green River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenhorn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenleaf Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenstreet Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenville Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Greenwood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gregory Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gribbles Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Griffin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grimes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grizzley Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grizzly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grizzly Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gross Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Groundhog Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grouse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Grove Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Guajatoyah Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Guernsey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gunn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gunnison River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gurule Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Guy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gwinn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Gypsum Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hack Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hairpin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hale Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Halfmile Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Halfmoon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hall's Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hall Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Halls Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hamilton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hamilton Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hammond Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hankins Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hanna Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Happy Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Happy Hollow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hardnack Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hardscrabble Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harrigan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harrington Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harrison Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harsha Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hart Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartman Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartman Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hartzell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Harvey Gap,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hat Springs Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hatch Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Haunted Spring Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hawk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hawxhurst Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hay Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hay Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hay Press Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayden Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayden Pass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hayes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Haystack Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Heimbaugh Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Helmer Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Henderson Slough,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hennequin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Henry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Henson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Herman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hermosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Herring Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hicks Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hicks Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hidden Valley Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
High Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hill Arroya,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hilton Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hinman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hodding Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoff Brook,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoffman Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hogan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holbrook Creek (AKA Big ,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holderness Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hole-in-the-Wall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hole-In-The-Wall Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holland Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holmes Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holmes Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holthusen Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Holy Joe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Homestake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hooker Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoop Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hoosier Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horn Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horn Fork Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horn Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horse Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horse Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horsefly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horseshoe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Horsetooth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hot Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hot Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hot Springs Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
House Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Housel Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Houston Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hovenweep Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howard Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howd Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Howlett Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hubbard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hubberson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Huckleberry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hudson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Huerfano River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hughes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunkydory Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunter Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunters Cabin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hunters Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hurd Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Hutchinson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ice Cave Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Idaho Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ignacio Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ike Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ikes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Illinois Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Illinois River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Independence Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indian Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indian Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indian Springs Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Indiana Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Inn Brook,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Iowa Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Iron Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Iron Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Irrawaddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ivanhoe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ivy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
IX Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jack Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jack Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jack Rabbit Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jacks Creek (AKA Skelton,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jackson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jackson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jakeman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
James Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jaroso Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jarre Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jasper Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jay Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jefferson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jefferson Lake Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jeffway Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jenkins Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jenny Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jerry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jesse Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jim Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jimmy Camp Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jimmy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jinks Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Joe Bush Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Joe Wright Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
John Brown Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
John Donlon Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Johnny Pond Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Johns Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Johnson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Johnson Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Johnson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jokodowski Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jolley Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jones Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jones Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jones Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jubb Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Jumper Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Junction Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
June Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
K Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kaiser Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kannah Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kautz Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kellog Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kelly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kendall Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kennedy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kenosha Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kerber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kerr Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kettle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kettle Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Keyser Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Keystone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Killins Spring Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Killpecker Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kimball Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kimmons Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
